5.848435100000000239e+04 1.835986474268562985e+00 1.019999999999999934e-01
5.848481799999999930e+04 1.820356623466049761e+00 1.059999999999999970e-01
5.848514299999999639e+04 1.826608563787054829e+00 8.999999999999999667e-02
5.848593699999999808e+04 1.895379907318113455e+00 1.010000000000000064e-01
5.848606900000000314e+04 1.708863687741454696e+00 8.799999999999999489e-02
5.848772499999999854e+04 1.920387668602134834e+00 9.099999999999999756e-02
5.848819700000000012e+04 1.669268065708421123e+00 8.599999999999999312e-02
5.848879699999999866e+04 1.896421897371614484e+00 9.299999999999999933e-02
5.848978300000000309e+04 1.809936722931040798e+00 9.400000000000000022e-02
5.849071899999999732e+04 1.907883787960124033e+00 9.500000000000000111e-02
5.849104699999999866e+04 1.924555628816138286e+00 9.500000000000000111e-02
5.849164400000000023e+04 1.872456126141093913e+00 9.299999999999999933e-02
5.849204299999999785e+04 1.835986474268562985e+00 9.199999999999999845e-02
5.849263599999999860e+04 1.801600802503033671e+00 9.299999999999999933e-02
5.849323399999999674e+04 1.794306872128527353e+00 9.500000000000000111e-02
5.849397699999999895e+04 1.847448364857072534e+00 9.299999999999999933e-02
5.849429600000000210e+04 1.744291349560484816e+00 9.500000000000000111e-02
5.849482800000000134e+04 1.623420503354382038e+00 8.599999999999999312e-02
5.849503300000000309e+04 1.822440603573051598e+00 8.999999999999999667e-02
5.849622099999999773e+04 1.929765579083642768e+00 1.029999999999999943e-01
5.849681999999999971e+04 1.727619508704470563e+00 8.999999999999999667e-02
5.849827999999999884e+04 1.865162195766587816e+00 1.010000000000000064e-01
5.849887799999999697e+04 1.907883787960124033e+00 9.299999999999999933e-02
5.849987299999999959e+04 1.893295927211111618e+00 9.099999999999999756e-02
5.850020599999999831e+04 2.040216524754736582e+00 9.900000000000000466e-02
5.850067899999999645e+04 1.834944484215061955e+00 8.799999999999999489e-02
5.850106799999999930e+04 1.934975529351147250e+00 9.500000000000000111e-02
5.850167199999999866e+04 2.019376723684719099e+00 9.500000000000000111e-02
5.850206500000000233e+04 1.828692543894056666e+00 9.199999999999999845e-02
5.850279400000000169e+04 1.887043986890106329e+00 9.299999999999999933e-02
5.850305999999999767e+04 1.832860504108060118e+00 9.400000000000000022e-02
5.850379099999999744e+04 1.893295927211111618e+00 9.600000000000000200e-02
5.850425600000000122e+04 1.882876026676102876e+00 9.199999999999999845e-02
5.850591500000000087e+04 1.984991051919189786e+00 9.500000000000000111e-02
5.850631300000000192e+04 2.061056325824754509e+00 9.600000000000000200e-02
5.850691100000000006e+04 1.974571151384180823e+00 9.500000000000000111e-02
5.850783999999999651e+04 1.870372146034092076e+00 9.500000000000000111e-02
5.850824300000000221e+04 1.807852742824039183e+00 1.029999999999999943e-01
5.850884700000000157e+04 1.937059509458148865e+00 9.600000000000000200e-02
5.850923799999999756e+04 2.083980107001774051e+00 9.900000000000000466e-02
5.850977999999999884e+04 2.062098315878255317e+00 9.900000000000000466e-02
5.851083899999999994e+04 2.138163589783820040e+00 9.900000000000000466e-02
5.851122899999999936e+04 2.130869659409313943e+00 1.010000000000000064e-01
5.851176999999999680e+04 1.876624086355097365e+00 9.700000000000000289e-02
5.851242799999999988e+04 2.056888365610750835e+00 9.800000000000000377e-02
5.851289699999999721e+04 2.020418713738219907e+00 9.700000000000000289e-02
5.851434700000000157e+04 1.866204185820088624e+00 9.500000000000000111e-02
5.851467899999999645e+04 2.037090554594234160e+00 1.019999999999999934e-01
5.851634100000000035e+04 1.926639608923140123e+00 9.299999999999999933e-02
5.851688300000000163e+04 1.920387668602134834e+00 9.299999999999999933e-02
5.851833600000000297e+04 1.937059509458148865e+00 9.400000000000000022e-02
5.851880900000000111e+04 1.938101499511649894e+00 9.500000000000000111e-02
5.851939800000000105e+04 1.998536922614701172e+00 9.199999999999999845e-02
5.851986299999999756e+04 1.824524583680052991e+00 9.500000000000000111e-02
5.852039499999999680e+04 2.015208763470715425e+00 9.199999999999999845e-02
5.852086099999999715e+04 1.884960006783104491e+00 9.400000000000000022e-02
5.852139699999999721e+04 1.945395429886155991e+00 9.199999999999999845e-02
5.852179200000000128e+04 1.897463887425115292e+00 9.500000000000000111e-02
5.852239199999999983e+04 1.968319211063175533e+00 9.099999999999999756e-02
5.852338799999999901e+04 1.893295927211111618e+00 8.799999999999999489e-02
5.852372000000000116e+04 1.888085976943607358e+00 9.400000000000000022e-02
5.852438500000000204e+04 1.862036225606084949e+00 8.999999999999999667e-02
5.852471600000000035e+04 2.163171351067841641e+00 1.010000000000000064e-01
5.852544799999999668e+04 2.036048564540733352e+00 9.700000000000000289e-02
5.852564600000000064e+04 1.921429658655635864e+00 9.299999999999999933e-02
5.852737400000000343e+04 2.077728166680768762e+00 9.600000000000000200e-02
5.852770599999999831e+04 2.092316027429780956e+00 9.600000000000000200e-02
5.852818299999999726e+04 2.042300504861738641e+00 1.079999999999999988e-01
5.852883600000000297e+04 2.052720405396747605e+00 1.029999999999999943e-01
5.852997200000000157e+04 2.006872843042708521e+00 1.069999999999999979e-01
5.853076099999999860e+04 1.997494932561200365e+00 9.199999999999999845e-02
5.853150000000000000e+04 2.053762395450248412e+00 8.599999999999999312e-02
5.853175600000000122e+04 2.079812146787770377e+00 9.800000000000000377e-02
5.853275499999999738e+04 2.020418713738219907e+00 1.039999999999999952e-01
5.853302500000000146e+04 1.973529161330680015e+00 9.299999999999999933e-02
5.853408499999999913e+04 2.162129361014340834e+00 1.429999999999999882e-01
5.853434700000000157e+04 1.821398613519550569e+00 1.280000000000000027e-01
5.853474500000000262e+04 2.033964584433731293e+00 9.500000000000000111e-02
5.853520900000000256e+04 1.993326972347196913e+00 9.700000000000000289e-02
5.853574399999999878e+04 1.794306872128527353e+00 8.799999999999999489e-02
5.853626999999999680e+04 2.055846375557250028e+00 9.800000000000000377e-02
5.853674399999999878e+04 1.974571151384180823e+00 9.600000000000000200e-02
5.853719999999999709e+04 2.036048564540733352e+00 9.700000000000000289e-02
5.853766500000000087e+04 2.086064087108775666e+00 9.600000000000000200e-02
5.853819499999999971e+04 1.971445181223678178e+00 1.059999999999999970e-01
5.853866000000000349e+04 1.908925778013625063e+00 9.099999999999999756e-02
5.853919099999999889e+04 2.035006574487232545e+00 9.400000000000000022e-02
5.853972299999999814e+04 1.979781101651685304e+00 9.299999999999999933e-02
5.854018600000000151e+04 2.085022097055274859e+00 1.049999999999999961e-01
5.854112599999999657e+04 1.911009758120626900e+00 9.400000000000000022e-02
5.854164800000000105e+04 1.926639608923140123e+00 9.099999999999999756e-02
5.854224300000000221e+04 1.829734533947557695e+00 9.900000000000000466e-02
5.854270999999999913e+04 1.759921200362998261e+00 8.799999999999999489e-02
5.854330700000000070e+04 2.027712644112726004e+00 9.600000000000000200e-02
5.854397200000000157e+04 2.019376723684719099e+00 9.900000000000000466e-02
5.854404800000000250e+04 1.956857320474665762e+00 9.400000000000000022e-02
5.854490200000000186e+04 1.888085976943607358e+00 9.299999999999999933e-02
5.854530500000000029e+04 1.998536922614701172e+00 9.900000000000000466e-02
5.854562999999999738e+04 2.031880604326729678e+00 9.299999999999999933e-02
5.854616100000000006e+04 1.648428264638403418e+00 9.099999999999999756e-02
5.854669200000000274e+04 1.917261698441632189e+00 9.099999999999999756e-02
5.854715800000000309e+04 1.884960006783104491e+00 9.199999999999999845e-02
5.854795500000000175e+04 1.903715827746120581e+00 9.500000000000000111e-02
5.854815299999999843e+04 1.893295927211111618e+00 9.500000000000000111e-02
5.854894999999999709e+04 1.667184085601419286e+00 8.899999999999999578e-02
5.854968000000000029e+04 1.792222892021525738e+00 8.699999999999999400e-02
5.855014400000000023e+04 1.820356623466049761e+00 9.800000000000000377e-02
5.855061000000000058e+04 1.857868265392081497e+00 8.899999999999999578e-02
5.855114100000000326e+04 1.807852742824039183e+00 8.999999999999999667e-02
5.855167100000000210e+04 1.808894732877539768e+00 9.099999999999999756e-02
5.855214400000000023e+04 1.726577518650969756e+00 8.999999999999999667e-02
5.855260100000000239e+04 1.869330155980591268e+00 9.700000000000000289e-02
5.855313999999999942e+04 1.801600802503033671e+00 8.999999999999999667e-02
5.855413199999999779e+04 1.956857320474665762e+00 9.600000000000000200e-02
5.855459700000000157e+04 1.917261698441632189e+00 8.999999999999999667e-02
5.855513100000000122e+04 1.927681598976641153e+00 9.400000000000000022e-02
5.855566199999999662e+04 1.944353439832655406e+00 8.799999999999999489e-02
5.855646199999999953e+04 1.845364384750070919e+00 8.899999999999999578e-02
5.855672000000000116e+04 1.905799807853122418e+00 9.600000000000000200e-02
5.855805000000000291e+04 1.983949061865688757e+00 1.010000000000000064e-01
5.855892100000000210e+04 1.753669260041992972e+00 9.500000000000000111e-02
5.855918000000000029e+04 1.857868265392081497e+00 9.500000000000000111e-02
5.856031300000000192e+04 1.949563390100159666e+00 8.999999999999999667e-02
5.856084500000000116e+04 1.923513638762637479e+00 8.999999999999999667e-02
5.856130900000000111e+04 1.884960006783104491e+00 9.400000000000000022e-02
5.856389699999999721e+04 1.900589857585617937e+00 9.700000000000000289e-02
5.856475200000000041e+04 1.758879210309497232e+00 9.800000000000000377e-02
5.856535599999999977e+04 2.181927172030857509e+00 9.600000000000000200e-02
5.856688799999999901e+04 1.878708066462099202e+00 9.600000000000000200e-02
5.856781700000000274e+04 1.880792046569101039e+00 9.199999999999999845e-02
5.856860199999999895e+04 2.119407768820804172e+00 1.049999999999999961e-01
5.856940899999999965e+04 1.870372146034092076e+00 8.899999999999999578e-02
5.857067100000000210e+04 1.860994235552584364e+00 9.600000000000000200e-02
5.857119700000000012e+04 2.008956823149710136e+00 9.700000000000000289e-02
5.857352300000000105e+04 1.968319211063175533e+00 9.900000000000000466e-02
5.857445399999999790e+04 1.947479409993157828e+00 1.000000000000000056e-01
5.857545599999999831e+04 1.830776524001058503e+00 9.400000000000000022e-02
5.857624900000000343e+04 1.790138911914523900e+00 9.199999999999999845e-02
5.857737799999999697e+04 1.922471648709136449e+00 9.099999999999999756e-02
5.857850699999999779e+04 1.821398613519550569e+00 9.299999999999999933e-02
5.857936899999999878e+04 1.975613141437681630e+00 1.000000000000000056e-01
5.858023300000000017e+04 1.824524583680052991e+00 9.700000000000000289e-02
5.858136200000000099e+04 1.831818514054559310e+00 8.999999999999999667e-02
5.858263500000000204e+04 1.873498116194594942e+00 9.199999999999999845e-02
5.858341999999999825e+04 1.863078215659585979e+00 8.899999999999999578e-02
5.858454899999999907e+04 1.993326972347196913e+00 9.700000000000000289e-02
5.858534500000000116e+04 1.946437419939657021e+00 9.400000000000000022e-02
5.858660700000000361e+04 1.952689360260662310e+00 9.299999999999999933e-02
5.858753699999999662e+04 1.825566573733554021e+00 8.899999999999999578e-02
5.858980299999999988e+04 1.757837220255996424e+00 9.700000000000000289e-02
5.859092700000000332e+04 1.794306872128527353e+00 9.299999999999999933e-02
5.859112000000000262e+04 1.797432842289030219e+00 8.999999999999999667e-02
5.859251499999999942e+04 1.986033041972690594e+00 9.700000000000000289e-02
5.859331599999999889e+04 1.852658315124577237e+00 9.099999999999999756e-02
5.859403899999999703e+04 1.783886971593518611e+00 1.059999999999999970e-01
5.859530200000000332e+04 1.833902494161561147e+00 8.899999999999999578e-02
5.859650000000000000e+04 1.908925778013625063e+00 8.899999999999999578e-02
5.859735899999999674e+04 1.856826275338580690e+00 8.999999999999999667e-02
5.860248200000000361e+04 1.843280404643069081e+00 8.799999999999999489e-02
