Object,Filter,Cadence,MJD,Duration,Flux,Error
NGC5548,V,2004,56709.60233,46.77958006,1.2389855,0.035632275
NGC5548,M2,2004,56709.60344,136.26758,2.9774292,0.05905425
NGC5548,W1,2005,56709.66033,87.76687998,2.7793065,0.053258864
NGC5548,U,2005,56709.66114,43.77864003,2.1981052,0.04979403
NGC5548,B,2005,56709.6617,43.77862,1.4082715,0.032830221
NGC5548,HX,2005,56709.66201,539.0699904,0.298897,0.031308
NGC5548,SX,2005,56709.66201,539.0699904,0.130168,0.021244
NGC5548,W2,2005,56709.66304,176.76944,3.2232348,0.050869855
NGC5548,V,2005,56709.66436,43.76757997,1.2038754,0.03661671
NGC5548,M2,2005,56709.66532,122.2668,2.9599268,0.061257746
NGC5548,W1,2006,56710.12898,99.77069998,2.6109943,0.0484275
NGC5548,U,2006,56710.1299,49.78052002,2.1374065,0.04621423
NGC5548,B,2006,56710.13053,49.76950002,1.415811,0.031276226
NGC5548,HX,2006,56710.13087,636.8540544,0.331863,0.024193
NGC5548,SX,2006,56710.13087,636.8540544,0.076264,0.011585
NGC5548,W2,2006,56710.13204,200.77708,3.0202,0.046477926
NGC5548,V,2006,56710.13355,49.76950002,1.2275452,0.034225057
NGC5548,M2,2006,56710.13468,137.2164201,2.718591,0.05535241
NGC5548,W1,2007,56710.51592,84.76594001,2.597824,0.05134114
NGC5548,U,2007,56710.51672,41.78167999,2.02085,0.046988623
NGC5548,B,2007,56710.51726,41.77061999,1.4655122,0.03455976
NGC5548,HX,2007,56710.5176,534.0579264,0.275088,0.027898
NGC5548,SX,2007,56710.5176,534.0579264,0.113861,0.017408
NGC5548,W2,2007,56710.51855,169.76356,3.140145,0.05052992
NGC5548,V,2007,56710.51983,41.77064002,1.1325133,0.03486815
NGC5548,M2,2007,56710.52085,127.09924,2.8346356,0.058572
NGC5548,W1,2008,56710.85097,69.77219999,2.6574805,0.056378047
NGC5548,U,2008,56710.85163,34.77575999,2.0370951,0.050936893
NGC5548,B,2008,56710.85208,34.77578002,1.3972343,0.035988916
NGC5548,HX,2008,56710.85217,436.2700608,0.374202,0.04153
NGC5548,SX,2008,56710.85217,436.2700608,0.121385,0.023681
NGC5548,W2,2008,56710.85316,139.7871,2.9603503,0.051763507
NGC5548,V,2008,56710.85421,34.87506002,1.16535775,0.038444864
NGC5548,M2,2008,56710.85504,99.56108004,2.7837172,0.063750786
NGC5548,W1,2009,56711.58503,101.75664,2.5509893,0.0472532
NGC5548,U,2009,56711.58597,50.77348,2.0769365,0.04467636
NGC5548,B,2009,56711.58661,50.77349997,1.3597643,0.030006926
NGC5548,HX,2009,56711.58717,631.8399168,0.325403,0.0296
NGC5548,SX,2009,56711.58717,631.8399168,0.128962,0.018917
NGC5548,W2,2009,56711.58815,203.77806,3.0120756,0.046141696
NGC5548,V,2009,56711.58967,50.76245999,1.1732186,0.032838247
NGC5548,M2,2009,56711.59087,147.71978,2.7682588,0.05445759
NGC5548,W1,2010,56712.72078,83.78399998,2.6261132,0.05197558
NGC5548,U,2010,56712.72156,41.77061999,2.1120375,0.048889625
NGC5548,B,2010,56712.72211,41.78167999,1.4035231,0.03336741
NGC5548,HX,2010,56712.72246,534.053952,0.486477,0.041682
NGC5548,SX,2010,56712.72246,534.053952,0.131761,0.02199
NGC5548,W2,2010,56712.72338,167.76658,2.9322922,0.04819467
NGC5548,V,2010,56712.72465,41.77061999,1.22579,0.03669815
NGC5548,M2,2010,56712.72569,130.61876,2.735201,0.056573246
NGC5548,W1,2011,56713.00293,93.76879996,2.6380223,0.049960555
NGC5548,U,2011,56713.0038,46.77958,1.9361366,0.043441202
NGC5548,B,2011,56713.00439,46.77960002,1.3553921,0.031362499
NGC5548,HX,2011,56713.00518,517.5080064,0.490426,0.044247
NGC5548,SX,2011,56713.00518,517.5080064,0.125213,0.022539
NGC5548,W2,2011,56713.00582,187.76932,2.979866,0.047006607
NGC5548,V,2011,56713.00722,46.76855999,1.1673848,0.034506362
NGC5548,M2,2011,56713.00832,133.56454,2.7386428,0.056185135
NGC5548,W1,2012,56713.45099,80.76098001,2.6037769,0.05234067
NGC5548,U,2012,56713.45174,40.77767998,2.0379096,0.04776098
NGC5548,B,2012,56713.45227,40.73354,1.3607662,0.032891772
NGC5548,HX,2012,56713.45249,501.4600704,0.513424,0.044629
NGC5548,SX,2012,56713.45249,501.4600704,0.121874,0.021827
NGC5548,W2,2012,56713.45351,162.7797,2.945579,0.048789537
NGC5548,V,2012,56713.45474,40.76664001,1.1990538,0.03646765
NGC5548,M2,2012,56713.45567,110.94704,2.7172846,0.05999856
NGC5548,W1,2013,56713.71755,92.76480001,2.4679879,0.04772966
NGC5548,U,2013,56713.71841,46.76855999,2.0472661,0.04547529
NGC5548,B,2013,56713.719,46.77958,1.437056,0.03243701
NGC5548,HX,2013,56713.71941,576.6800832,0.448952,0.039376
NGC5548,SX,2013,56713.71941,576.6800832,0.132159,0.021356
NGC5548,W2,2013,56713.72041,185.78334,3.0060322,0.047446005
NGC5548,V,2013,56713.72181,46.77960002,1.2552613,0.035500517
NGC5548,M2,2013,56713.7229,133.4542,2.846932,0.05769644
NGC5548,W1,2014,56714.00264,83.76194,2.534178,0.050635577
NGC5548,U,2014,56714.00342,41.78165996,1.9913897,0.04644989
NGC5548,B,2014,56714.00395,41.78167999,1.4059418,0.033655187
NGC5548,HX,2014,56714.00483,457.3440576,0.474152,0.047688
NGC5548,SX,2014,56714.00483,457.3440576,0.146243,0.026475
NGC5548,W2,2014,56714.00523,167.77762,2.9508595,0.048431147
NGC5548,V,2014,56714.0065,41.77064002,1.1709766,0.03607494
NGC5548,M2,2014,56714.00759,138.63968,2.7349562,0.055324746
NGC5548,W1,2015,56714.53449,86.75184005,2.5571789,0.0503144
NGC5548,U,2015,56714.53529,42.76361996,1.9889265,0.04594229
NGC5548,B,2015,56714.53584,42.77464002,1.3793223,0.032657684
NGC5548,HX,2015,56714.53624,549.09792,0.390145,0.037137
NGC5548,SX,2015,56714.53624,549.09792,0.117022,0.020546
NGC5548,W2,2015,56714.53715,172.7644801,2.9305185,0.04773622
NGC5548,V,2015,56714.53845,42.77462,1.2254559,0.036588504
NGC5548,M2,2015,56714.53954,137.56948,2.6911192,0.054893643
NGC5548,W1,2016,56715.13434,86.75188005,2.5392035,0.0500709
NGC5548,U,2016,56715.13514,43.77862,1.9506032,0.0447544
NGC5548,B,2016,56715.1357,43.77859998,1.3495339,0.03175998
NGC5548,W1,2017,56716.53084,88.77088004,2.4565136,0.048416446
NGC5548,U,2017,56716.53166,44.78261995,1.8935623,0.043184794
NGC5548,B,2017,56716.53223,44.78262001,1.3320954,0.031115422
NGC5548,HX,2017,56716.53268,566.6519808,0.337119,0.028996
NGC5548,SX,2017,56716.53268,566.6519808,0.084209,0.014693
NGC5548,W2,2017,56716.53359,178.77742,2.6442226,0.043751523
NGC5548,V,2017,56716.53493,44.77160001,1.171567,0.034607932
NGC5548,M2,2017,56716.53605,140.33874,2.4834735,0.05161436
NGC5548,W1,2018,56717.85915,113.76044,2.2745411,0.041669775
NGC5548,U,2018,56717.86019,56.77539998,1.7885382,0.037561184
NGC5548,B,2018,56717.8609,56.72026002,1.2744399,0.027247512
NGC5548,HX,2018,56717.86169,712.075968,0.292108,0.026005
NGC5548,SX,2018,56717.86169,712.075968,0.081921,0.013409
NGC5548,W2,2018,56717.86262,228.7786,2.5076317,0.03875033
NGC5548,V,2018,56717.86433,56.7313,1.11672044,0.030344185
NGC5548,M2,2018,56717.86572,174.62904,2.4106315,0.046555514
NGC5548,W1,2019,56718.12957,87.77789998,2.1595137,0.044370222
NGC5548,U,2019,56718.13038,43.7676,1.7519818,0.040787545
NGC5548,B,2019,56718.13094,43.77864003,1.2419825,0.029761233
NGC5548,HX,2019,56718.13135,556.6240512,0.300372,0.029413
NGC5548,SX,2019,56718.13135,556.6240512,0.083341,0.015713
NGC5548,W2,2019,56718.13228,176.76944,2.3939543,0.040909526
NGC5548,V,2019,56718.13361,43.77863997,1.1178036,0.033938273
NGC5548,M2,2019,56718.13469,135.30772,2.3825919,0.050919926
NGC5548,W1,2020,56719.2022,103.77566,2.2777527,0.043126492
NGC5548,U,2020,56719.20315,51.77749997,1.7877576,0.038826545
NGC5548,B,2020,56719.2038,51.77748001,1.3151604,0.028989565
NGC5548,HX,2020,56719.20441,646.8840576,0.314658,0.02374
NGC5548,SX,2020,56719.20441,646.8840576,0.070379,0.011327
NGC5548,W2,2020,56719.20537,207.77198,2.5007028,0.03987347
NGC5548,V,2020,56719.20692,51.77750003,1.2029309,0.033126694
NGC5548,M2,2020,56719.20818,156.71162,2.4106985,0.04850568
NGC5548,W1,2021,56719.59211,75.76305997,2.173396,0.04732696
NGC5548,U,2021,56719.59282,37.76569998,1.6996135,0.042199044
NGC5548,B,2021,56719.59331,37.77671999,1.2914985,0.032672927
NGC5548,HX,2021,56719.59355,486.4159296,0.341317,0.034424
NGC5548,SX,2021,56719.59355,486.4159296,0.092774,0.01806
NGC5548,W2,2021,56719.59448,152.77286,2.4897558,0.04433693
NGC5548,V,2021,56719.59563,37.77674001,1.0972719,0.03579213
NGC5548,M2,2021,56719.5966,118.15154,2.3796598,0.05366494
NGC5548,W1,2022,56719.86733,115.7795,2.2062494,0.040450667
NGC5548,U,2022,56719.86839,57.76835996,1.7977714,0.03744929
NGC5548,B,2022,56719.86912,57.77941996,1.2841673,0.027199866
NGC5548,HX,2022,56719.86995,727.1180352,0.289458,0.022907
NGC5548,SX,2022,56719.86995,727.1180352,0.064832,0.01047
NGC5548,W2,2022,56719.87087,231.76856,2.460924,0.03803482
NGC5548,V,2022,56719.8726,57.75734001,1.1580758,0.03080167
NGC5548,M2,2022,56719.87402,179.61596,2.3317584,0.04507576
NGC5548,W1,2023,56720.12961,86.76287997,2.2145299,0.045383845
NGC5548,U,2023,56720.13041,42.78568,1.7350501,0.04082435
NGC5548,B,2023,56720.13096,42.77463996,1.2739804,0.03065138
NGC5548,HX,2023,56720.13138,551.6080128,0.263374,0.025592
NGC5548,SX,2023,56720.13138,551.6080128,0.072586,0.01322
NGC5548,W2,2023,56720.1323,173.75746,2.3187549,0.040238594
NGC5548,V,2023,56720.13361,42.77462,1.0802523,0.033534333
NGC5548,M2,2023,56720.13469,136.05798,2.3077059,0.04974389
NGC5548,W1,2024,56720.45893,105.75054,2.0790212,0.040124308
NGC5548,U,2024,56720.45989,52.78148001,1.672938,0.036437
NGC5548,B,2024,56720.46056,52.78147995,1.2799915,0.028152673
NGC5548,HX,2024,56720.46125,666.9419904,0.207057,0.018688
NGC5548,SX,2024,56720.46125,666.9419904,0.066197,0.010621
NGC5548,W2,2024,56720.46216,211.7769,2.3870734,0.038313243
NGC5548,V,2024,56720.46375,52.73736,1.1810223,0.03241426
NGC5548,M2,2024,56720.46507,166.82878,2.1785935,0.044245992
NGC5548,W1,2025,56720.87168,113.76044,2.1421218,0.039902415
NGC5548,HX,2025,56720.8742,712.0740672,0.210553,0.023236
NGC5548,SX,2025,56720.8742,712.0740672,0.049813,0.010765
NGC5548,W2,2025,56720.87514,228.76756,2.3079313,0.036460078
NGC5548,M2,2025,56720.87823,171.8929,2.2406381,0.044575675
NGC5548,W1,2026,56721.06096,85.75889999,2.0806431,0.04360393
NGC5548,U,2026,56721.06176,42.77462,1.7222014,0.040521297
NGC5548,B,2026,56721.06231,42.76360005,1.22562466,0.029715798
NGC5548,HX,2026,56721.06268,541.575936,0.23656,0.029586
NGC5548,SX,2026,56721.06268,541.575936,0.069388,0.016247
NGC5548,W2,2026,56721.06362,172.77554,2.2456163,0.039342783
NGC5548,V,2026,56721.06492,42.71947998,1.1389097,0.034633107
NGC5548,M2,2026,56721.06597,130.8725,2.1795942,0.04859608
NGC5548,W1,2027,56721.86188,104.76862,2.0632173,0.040116428
NGC5548,U,2027,56721.86284,52.77046001,1.6485623,0.036063934
NGC5548,B,2027,56721.86351,52.77046001,1.2095368,0.02696294
NGC5548,HX,2027,56721.86412,651.8980224,0.353879,0.029815
NGC5548,SX,2027,56721.86412,651.8980224,0.062985,0.012626
NGC5548,W2,2027,56721.8651,209.87926,2.2170766,0.036471007
NGC5548,V,2027,56721.86667,52.77047998,1.1041156,0.031099288
NGC5548,M2,2027,56721.86792,153.92028,2.1250197,0.044860697
NGC5548,W1,2028,56722.33448,86.77390003,1.971776,0.04183548
NGC5548,U,2028,56722.3353,42.75257999,1.5982319,0.038133855
NGC5548,B,2028,56722.33584,42.76357996,1.2099424,0.029468446
NGC5548,HX,2028,56722.33624,551.6059392,0.237134,0.02184
NGC5548,SX,2028,56722.33624,551.6059392,0.063384,0.011345
NGC5548,W2,2028,56722.33716,172.7755,2.1615972,0.038379124
NGC5548,V,2028,56722.33845,42.77463996,1.0987365,0.033887877
NGC5548,M2,2028,56722.33954,137.1171,2.1042777,0.046685253
NGC5548,W1,2029,56722.60329,96.75869995,2.0181014,0.04070878
NGC5548,U,2029,56722.60418,47.77254003,1.5557486,0.035697192
NGC5548,B,2029,56722.60479,47.77253997,1.1931129,0.027821626
NGC5548,HX,2029,56722.60533,611.7840576,0.263053,0.024216
NGC5548,SX,2029,56722.60533,611.7840576,0.054245,0.010779
NGC5548,W2,2029,56722.60625,193.7822,2.2053194,0.037350005
NGC5548,V,2029,56722.6077,47.76152003,1.0953997,0.032274502
NGC5548,M2,2029,56722.6089,152.25428,2.08546,0.044538485
NGC5548,W1,2030,56722.93459,106.76558,2.0646066,0.03980374
NGC5548,U,2030,56722.93557,52.78149998,1.5522067,0.034265868
NGC5548,B,2030,56722.93623,52.78148001,1.2532302,0.027698597
NGC5548,HX,2030,56722.93694,671.9559552,0.265679,0.021308
NGC5548,SX,2030,56722.93694,671.9559552,0.069387,0.010908
NGC5548,W2,2030,56722.93783,212.7809,2.2249565,0.036377916
NGC5548,V,2030,56722.93942,52.78150004,1.0445846,0.029935116
NGC5548,M2,2030,56722.94075,168.6050799,2.1400897,0.04354464
NGC5548,W1,2031,56723.3862,92.76477998,1.9625496,0.040592206
NGC5548,U,2031,56723.38706,46.77958,1.6376064,0.037522763
NGC5548,B,2031,56723.38767,46.76855999,1.1572425,0.027407562
NGC5548,HX,2031,56723.38812,584.1999936,0.261207,0.022299
NGC5548,SX,2031,56723.38812,584.1999936,0.065732,0.011224
NGC5548,W2,2031,56723.38908,185.78334,2.1573026,0.037306806
NGC5548,V,2031,56723.39048,46.77958,1.0617495,0.03185617
NGC5548,M2,2031,56723.39161,140.44906,2.0945868,0.046087047
NGC5548,W1,2032,56723.93976,102.7606,2.0222968,0.039782408
NGC5548,U,2032,56723.94071,51.76646,1.5568332,0.03458035
NGC5548,B,2032,56723.94136,51.77748001,1.1834377,0.02674385
NGC5548,HX,2032,56723.94196,641.86992,0.310416,0.025682
NGC5548,SX,2032,56723.94196,641.86992,0.057202,0.010694
NGC5548,W2,2032,56723.94293,206.77898,2.196493,0.036379438
NGC5548,V,2032,56723.94448,51.77748001,1.0719297,0.031065603
NGC5548,M2,2032,56723.9457,152.58528,2.0637741,0.044206668
NGC5548,W1,2033,56724.0602,88.75984001,1.9713474,0.041338548
NGC5548,U,2033,56724.06102,44.78261995,1.6043898,0.037443213
NGC5548,B,2033,56724.0616,44.77157998,1.20432305,0.028714777
NGC5548,HX,2033,56724.06194,549.1020672,0.283399,0.026463
NGC5548,SX,2033,56724.06194,549.1020672,0.072113,0.013127
NGC5548,W2,2033,56724.06295,178.7664,2.1668361,0.037798967
NGC5548,V,2033,56724.0643,44.78262001,1.1298388,0.03364419
NGC5548,M2,2033,56724.06532,123.27082,2.1086321,0.048670005
NGC5548,W1,2034,56724.32012,83.76191998,1.888286,0.041217446
NGC5548,U,2034,56724.32091,41.72652,1.6017402,0.038578124
NGC5548,B,2034,56724.32144,41.78166002,1.1576559,0.02877236
NGC5548,HX,2034,56724.32177,529.0399872,0.23604,0.031033
NGC5548,SX,2034,56724.32177,529.0399872,0.054918,0.014707
NGC5548,W2,2034,56724.32273,168.77058,2.1933364,0.0390912
NGC5548,V,2034,56724.324,41.77064002,1.111916,0.034502683
NGC5548,M2,2034,56724.32502,126.62482,2.0180477,0.04690108
NGC5548,W1,2035,56724.65904,93.76879996,1.9829197,0.040722557
NGC5548,U,2035,56724.6599,46.77958,1.556872,0.036014216
NGC5548,B,2035,56724.66049,46.75752002,1.173196,0.02769562
NGC5548,HX,2035,56724.66099,594.2320704,0.372787,0.032946
NGC5548,SX,2035,56724.66099,594.2320704,0.106827,0.017798
NGC5548,W2,2035,56724.66192,188.74018,2.1825195,0.03740978
NGC5548,V,2035,56724.66334,46.77958,1.0581076,0.03180752
NGC5548,M2,2035,56724.6645,145.45804,2.060797,0.04495027
NGC5548,W1,2036,56724.78693,93.75771999,2.0166697,0.041241158
NGC5548,U,2036,56724.78781,46.76855999,1.6544063,0.037899367
NGC5548,B,2036,56724.7884,46.77958,1.1642316,0.027548788
NGC5548,HX,2036,56724.78883,581.694048,0.51187,0.05428
NGC5548,SX,2036,56724.78883,581.694048,0.066309,0.019853
NGC5548,W2,2036,56724.78982,187.76924,2.162979,0.037269595
NGC5548,V,2036,56724.79123,46.76853997,1.07078974,0.032098573
NGC5548,M2,2036,56724.79233,135.09808,2.0178281,0.045678676
NGC5548,W1,2037,56725.12951,90.77888,2.0938509,0.042735727
NGC5548,U,2037,56725.13034,44.77160001,1.6682205,0.038687677
NGC5548,B,2037,56725.13091,44.78261995,1.1870024,0.028407002
NGC5548,HX,2037,56725.13131,561.6359424,0.373822,0.034084
NGC5548,SX,2037,56725.13131,561.6359424,0.070846,0.01443
NGC5548,W2,2037,56725.1323,181.77838,2.2307832,0.038365905
NGC5548,V,2037,56725.13367,44.78259999,1.0862314,0.032793815
NGC5548,M2,2037,56725.13472,129.81336,2.0905773,0.047417455
NGC5548,W1,2038,56725.52032,72.76209998,2.0358425,0.04604426
NGC5548,U,2038,56725.52099,35.77974004,1.5716503,0.040501693
NGC5548,B,2038,56725.52146,35.77976,1.1827466,0.031286247
NGC5548,HX,2038,56725.52157,448.8060096,0.514701,0.046866
NGC5548,SX,2038,56725.52157,448.8060096,0.108738,0.021712
NGC5548,W2,2038,56725.52257,144.785,2.2236846,0.041805155
NGC5548,V,2038,56725.52366,35.76872003,1.1426917,0.037686285
NGC5548,M2,2038,56725.52449,98.79979998,2.1746383,0.05447623
NGC5548,W1,2039,56725.80171,122.7633,2.0596006,0.03768552
NGC5548,U,2039,56725.80283,60.87963998,1.6461862,0.03409506
NGC5548,B,2039,56725.80359,60.78034002,1.1794321,0.024943212
NGC5548,HX,2039,56725.80447,762.219936,0.339335,0.024484
NGC5548,SX,2039,56725.80447,762.219936,0.080545,0.012036
NGC5548,W2,2039,56725.80542,244.77638,2.2008369,0.034436368
NGC5548,V,2039,56725.80725,60.76932001,1.0966316,0.029107464
NGC5548,M2,2039,56725.80871,184.48146,2.106362,0.041645227
NGC5548,W1,2040,56726.52968,179.51664,2.050738882,0.030027716
NGC5548,U,2040,56726.53053,89.54317993,1.603919742,0.026594437
NGC5548,B,2040,56726.53112,89.56525999,1.233515909,0.020804912
NGC5548,HX,2040,56726.53166,1100.705933,0.441391564,0.02925244
NGC5548,SX,2040,56726.53166,1100.705933,0.107473911,0.014362588
NGC5548,W2,2040,56726.53252,359.51876,2.216774876,0.027250756
NGC5548,V,2040,56726.5339,89.55419999,1.093481077,0.023563008
NGC5548,M2,2040,56726.53549,242.70222,2.115595278,0.034800758
NGC5548,W1,2041,56726.80064,126.76826,2.026136,0.036803807
NGC5548,U,2041,56726.80179,63.78130001,1.6069076,0.032848216
NGC5548,B,2041,56726.80258,63.77029997,1.2045568,0.0248661
NGC5548,HX,2041,56726.80358,794.816064,0.43056,0.032961
NGC5548,SX,2041,56726.80358,794.816064,0.108527,0.016121
NGC5548,W2,2041,56726.80448,253.77924,2.2038528,0.034061402
NGC5548,V,2041,56726.80637,63.77025998,1.0868147,0.028366334
NGC5548,M2,2041,56726.80794,198.72494,2.2088473,0.04184654
NGC5548,W1,2042,56727.00234,83.77296001,2.0516322,0.043637195
NGC5548,U,2042,56727.00312,41.78167999,1.644834,0.039412194
NGC5548,B,2042,56727.00366,41.75959998,1.16081935,0.028841154
NGC5548,HX,2042,56727.00483,457.3440576,0.406575,0.044607
NGC5548,SX,2042,56727.00483,457.3440576,0.080879,0.020166
NGC5548,W2,2042,56727.00494,167.7776,2.2599063,0.040018545
NGC5548,V,2042,56727.00621,41.77064002,1.08566305,0.03398346
NGC5548,M2,2042,56727.00744,163.9492,2.1276102,0.04383664
NGC5548,W1,2043,56727.33681,94.76176,2.0676542,0.04164972
NGC5548,U,2043,56727.33768,47.77253997,1.634556,0.03708603
NGC5548,B,2043,56727.33829,47.78355998,1.2266755,0.028343644
NGC5548,HX,2043,56727.33877,594.2320704,0.436577,0.037794
NGC5548,SX,2043,56727.33877,594.2320704,0.100862,0.01838
NGC5548,W2,2043,56727.33974,190.77022,2.2751185,0.038245446
NGC5548,V,2043,56727.34117,47.78355998,1.1346686,0.032818366
NGC5548,M2,2043,56727.3423,139.99674,2.1126218,0.046305703
NGC5548,W1,2044,56728.0714,103.77564,2.0401234,0.039970357
NGC5548,U,2044,56728.07235,51.77748001,1.6007225,0.035483753
NGC5548,B,2044,56728.073,51.77748001,1.2546949,0.027975738
NGC5548,HX,2044,56728.0734,609.2739648,0.413695,0.036609
NGC5548,SX,2044,56728.0734,609.2739648,0.114359,0.019659
NGC5548,W2,2044,56728.07456,207.77196,2.1916986,0.03631692
NGC5548,V,2044,56728.07612,51.77750003,1.0985226,0.03132052
NGC5548,M2,2044,56728.07715,118.42736,2.1400108,0.050036735
NGC5548,U,2045,56728.3373,56.77543998,1.6386594,0.034887736
NGC5548,B,2045,56728.33802,56.77541995,1.2624719,0.02705323
NGC5548,HX,2045,56728.33844,649.3900032,0.350601,0.028955
NGC5548,SX,2045,56728.33844,649.3900032,0.086526,0.014451
NGC5548,W2,2045,56728.33973,227.77468,2.2631765,0.036019425
NGC5548,V,2045,56728.34143,56.77540004,1.0641605,0.02940956
NGC5548,M2,2045,56728.34246,113.04332,2.1632024,0.051406996
NGC5548,HX,2046,56728.72543,433.7620416,0.401919,0.039791
NGC5548,SX,2046,56728.72543,433.7620416,0.115751,0.021571
NGC5548,W1,2047,56729.13374,99.77070004,2.0979446,0.041371336
NGC5548,U,2047,56729.13465,49.76950002,1.6163398,0.036271722
NGC5548,B,2047,56729.13528,49.78054005,1.2006644,0.027451798
NGC5548,HX,2047,56729.13583,621.8119872,0.386775,0.037523
NGC5548,SX,2047,56729.13583,621.8119872,0.072984,0.016027
NGC5548,W2,2047,56729.13679,199.7731,2.309659,0.038196588
NGC5548,V,2047,56729.13829,49.76950002,1.1509253,0.032747284
NGC5548,M2,2047,56729.13948,148.08384,2.1915927,0.04648255
NGC5548,W1,2048,56729.5279,92.75379997,2.121972,0.04285496
NGC5548,U,2048,56729.52875,45.73145998,1.5891719,0.03690969
NGC5548,B,2048,56729.52934,45.77557999,1.1841026,0.02813498
NGC5548,HX,2048,56729.52981,581.694048,0.535881,0.053326
NGC5548,SX,2048,56729.52981,581.694048,0.115816,0.024824
NGC5548,W2,2048,56729.53074,185.78338,2.3299078,0.039386246
NGC5548,V,2048,56729.53213,45.74250001,1.1192696,0.033258246
NGC5548,M2,2048,56729.53327,141.87236,2.14838,0.04667519
NGC5548,W1,2049,56729.86416,112.76746,2.1905,0.04063672
NGC5548,U,2049,56729.86519,55.77139997,1.6540073,0.035328341
NGC5548,B,2049,56729.86589,55.78241998,1.21577155,0.02642719
NGC5548,HX,2049,56729.86662,697.0299264,0.440548,0.035009
NGC5548,SX,2049,56729.86662,697.0299264,0.126562,0.018854
NGC5548,W2,2049,56729.86759,225.77766,2.3530111,0.037098516
NGC5548,V,2049,56729.86927,55.78244001,1.08496425,0.029901936
NGC5548,M2,2049,56729.87062,167.89898,2.3397174,0.046299583
NGC5548,W1,2050,56730.12435,115.76844,2.186262,0.040246246
NGC5548,U,2050,56730.1254,57.76838005,1.6419944,0.034718552
NGC5548,B,2050,56730.12612,57.76836002,1.2178261,0.026116106
NGC5548,HX,2050,56730.12691,719.6000256,0.350635,0.030062
NGC5548,SX,2050,56730.12691,719.6000256,0.088037,0.014498
NGC5548,W2,2050,56730.12786,231.7796,2.3236265,0.036503425
NGC5548,V,2050,56730.12959,57.77939999,1.1121349,0.030051916
NGC5548,M2,2050,56730.13099,175.82064,2.2862959,0.04481927
NGC5548,W1,2051,56730.45421,115.76844,2.113462,0.039278996
NGC5548,U,2051,56730.45527,57.77939999,1.695648,0.035664357
NGC5548,B,2051,56730.45599,57.77939999,1.21304766,0.026028798
NGC5548,HX,2051,56730.45678,719.5960512,0.375398,0.033077
NGC5548,SX,2051,56730.45678,719.5960512,0.072571,0.014955
NGC5548,W2,2051,56730.45773,231.7796,2.3722777,0.03705323
NGC5548,V,2051,56730.45946,57.77941996,1.0977042,0.029786297
NGC5548,M2,2051,56730.46085,174.96006,2.1795355,0.043461917
NGC5548,W1,2052,56730.85732,132.77016,2.1009509,0.03713956
NGC5548,U,2052,56730.85852,65.76723999,1.6618133,0.033403266
NGC5548,HX,2052,56730.85906,594.2299968,0.387543,0.035574
NGC5548,SX,2052,56730.85906,594.2299968,0.089255,0.01713
NGC5548,B,2052,56730.85934,65.87756002,1.22188475,0.024819148
NGC5548,W2,2052,56730.86132,264.77902,2.3166341,0.034867696
NGC5548,V,2052,56730.86316,43.61312002,1.07429206,0.033087262
NGC5548,W1,2053,56731.12178,112.7785,2.142759,0.040034253
NGC5548,U,2053,56731.12281,55.77142,1.6666363,0.035592576
