Object,Filter,Cadence,MJD,Duration,Flux,Error
NGC4151,W2,3008,57439.56909,199.76204,5.8543306,0.08066467
NGC4151,HX,3008,57439.56912,1100.704032,0.675024,0.045803
NGC4151,SX,3008,57439.56912,1100.704032,0.161932,0.022547
NGC4151,V,3008,57439.57082,39.87732005,3.1189637,0.065496563
NGC4151,M2,3008,57439.57399,420.10044,5.4215408,0.059085831
NGC4151,W1,3009,57439.70139,79.77499598,5.2239202,0.081544974
NGC4151,U,3009,57439.70288,39.7719,3.970535,0.068225624
NGC4151,B,3009,57439.70413,39.74322003,3.2873047,0.05500991
NGC4151,HX,3009,57439.70494,910.1500416,0.874076,0.075784
NGC4151,SX,3009,57439.70494,910.1500416,0.269821,0.042383
NGC4151,W2,3009,57439.70605,199.7731,5.661913,0.07839529
NGC4151,V,3009,57439.70778,39.77906001,3.114234,0.06550905
NGC4151,M2,3009,57439.70984,229.52886,5.275985,0.077885913
NGC4151,U,3010,57439.89164,39.77543998,3.9269467,0.067909585
NGC4151,B,3010,57439.89289,39.77546,3.267121,0.054925746
NGC4151,HX,3010,57439.89447,1043.036006,0.610293,0.058793
NGC4151,SX,3010,57439.89447,1043.036006,0.223299,0.035558
NGC4151,V,3010,57439.89652,39.77182001,3.0426315,0.0648385
NGC4151,U,3011,57440.03451,39.7791,3.951722,0.067976305
NGC4151,B,3011,57440.03577,39.77553999,3.209466,0.05388908
NGC4151,HX,3011,57440.03743,1058.079974,0.494981,0.030771
NGC4151,SX,3011,57440.03743,1058.079974,0.17506,0.018314
NGC4151,V,3011,57440.03939,39.77551997,3.1482253,0.066010606
NGC4151,W1,3012,57440.42086,79.775832,5.200068,0.08109957
NGC4151,U,3012,57440.42234,39.77467996,4.0123124,0.068677415
NGC4151,B,3012,57440.4236,39.77469999,3.2657094,0.054594625
NGC4151,W2,3012,57440.42551,199.76204,5.714515,0.07883972
NGC4151,HX,3012,57440.42682,1328.867942,0.527459,0.032269
NGC4151,SX,3012,57440.42682,1328.867942,0.18236,0.019067
NGC4151,V,3012,57440.42723,39.78182,2.9743057,0.063242974
NGC4151,M2,3012,57440.43173,645.3705801,5.384138847,0.051401801
NGC4151,W1,3013,57440.56349,79.76899397,5.155499,0.08060229
NGC4151,U,3013,57440.56498,39.78148001,3.9957366,0.068441464
NGC4151,B,3013,57440.56623,39.77792001,3.2641357,0.0546183
NGC4151,W2,3013,57440.56814,199.77306,5.839984,0.080357105
NGC4151,HX,3013,57440.56828,1125.784051,0.438219,0.027006
NGC4151,SX,3013,57440.56828,1125.784051,0.153353,0.015882
NGC4151,V,3013,57440.56987,39.78150004,3.161972,0.065990585
NGC4151,M2,3013,57440.57317,441.93462,5.35589594,0.057198127
NGC4151,W1,3014,57440.75971,79.74900001,5.3125036,0.082713773
NGC4151,U,3014,57440.76119,39.77814001,4.0210812,0.069102345
NGC4151,B,3014,57440.76244,39.76371998,3.3770895,0.056278886
NGC4151,HX,3014,57440.76362,972.8399808,0.878513,0.064432
NGC4151,SX,3014,57440.76362,972.8399808,0.167592,0.028356
NGC4151,W2,3014,57440.76435,199.76204,5.697974,0.07892259
NGC4151,V,3014,57440.76608,39.77451998,3.0903733,0.065387264
NGC4151,M2,3014,57440.7685,292.69236,5.3508027,0.074079913
NGC4151,W1,3015,57440.89658,79.77205098,5.3640157,0.083027737
NGC4151,U,3015,57440.89806,39.77824003,4.016657,0.068784703
NGC4151,B,3015,57440.89932,39.77110004,3.251084,0.05438674
NGC4151,HX,3015,57440.90114,1085.660064,0.518439,0.031052
NGC4151,SX,3015,57440.90114,1085.660064,0.177581,0.018133
NGC4151,W2,3015,57440.90123,199.7731,5.717635,0.07886853
NGC4151,V,3015,57440.90295,39.78538001,3.0135914,0.06386733
NGC4151,M2,3015,57440.90603,403.63936,5.456348158,0.060391044
NGC4151,W1,3016,57441.03028,79.76241297,5.3048433,0.08245177
NGC4151,U,3016,57441.03176,39.77288002,4.06536,0.06953522
NGC4151,B,3016,57441.03303,39.77645999,3.3108516,0.055195346
NGC4151,HX,3016,57441.03466,1053.06601,0.719918,0.051198
NGC4151,SX,3016,57441.03466,1053.06601,0.180372,0.025588
NGC4151,W2,3016,57441.03495,199.77312,5.72756,0.079061817
NGC4151,V,3016,57441.03667,39.76932001,3.0698375,0.064806184
NGC4151,M2,3016,57441.03955,370.03308,5.334826832,0.062091765
NGC4151,W1,3017,57441.4184,79.77947402,5.3338685,0.082770297
NGC4151,U,3017,57441.41988,39.77533996,3.9837223,0.068377714
NGC4151,B,3017,57441.42114,39.76815999,3.2842913,0.054903765
NGC4151,HX,3017,57441.42247,1000.411949,0.683275,0.046933
NGC4151,SX,3017,57441.42247,1000.411949,0.187671,0.024645
NGC4151,W2,3017,57441.42305,199.7731,5.604176,0.077654625
NGC4151,V,3017,57441.42477,39.77891999,3.0417763,0.06438077
NGC4151,M2,3017,57441.42724,299.78654,5.3090185,0.073091707
NGC4151,W1,3018,57441.56303,79.77495998,5.1539783,0.080790315
NGC4151,U,3018,57441.56451,39.77796,3.9665936,0.068213977
NGC4151,B,3018,57441.56578,39.77796,3.311876,0.055385923
NGC4151,HX,3018,57441.567,982.863936,0.577276,0.042464
NGC4151,SX,3018,57441.567,982.863936,0.151303,0.020917
NGC4151,W2,3018,57441.56769,199.76206,5.721858,0.079157235
NGC4151,V,3018,57441.56941,39.77077997,3.121418,0.06568516
NGC4151,M2,3018,57441.57188,299.77546,5.3639866,0.073815104
NGC4151,W1,3019,57441.76268,79.776214,5.2735516,0.081980724
NGC4151,U,3019,57441.76416,39.77433997,4.0663545,0.06946487
NGC4151,B,3019,57441.76542,39.77794003,3.3261524,0.055427777
NGC4151,HX,3019,57441.76648,955.2819456,0.548046,0.033923
NGC4151,SX,3019,57441.76648,955.2819456,0.171368,0.018972
NGC4151,W2,3019,57441.76733,199.76202,5.69125,0.078636517
NGC4151,V,3019,57441.76904,39.77078003,3.109181,0.065254285
NGC4151,M2,3019,57441.77138,276.04362,5.2713296,0.0741296
NGC4151,W1,3020,57441.89323,79.77425396,5.3111253,0.082320183
NGC4151,U,3020,57441.89472,39.77630001,4.0875388,0.069683415
NGC4151,B,3020,57441.89599,39.77270001,3.2550504,0.054479036
NGC4151,W2,3020,57441.89789,199.77306,5.818692,0.080061083
NGC4151,HX,3020,57441.89809,1135.811981,0.565461,0.038149
NGC4151,SX,3020,57441.89809,1135.811981,0.130215,0.018629
NGC4151,V,3020,57441.89962,39.77627999,3.159454,0.065889237
NGC4151,M2,3020,57441.90298,451.27948,5.434680106,0.057405643
NGC4151,W1,3021,57442.02683,79.76793504,5.34229,0.082867436
NGC4151,U,3021,57442.02831,39.76979995,3.9984912,0.068588175
NGC4151,B,3021,57442.02956,39.77693999,3.2546696,0.054521504
NGC4151,HX,3021,57442.03121,1053.06601,0.764477,0.042891
NGC4151,SX,3021,57442.03121,1053.06601,0.154205,0.019392
NGC4151,W2,3021,57442.03148,199.76206,5.8046416,0.080013136
NGC4151,V,3021,57442.03321,39.76264,3.039878,0.06436805
NGC4151,M2,3021,57442.03609,369.33802,5.260412662,0.061646195
NGC4151,W1,3022,57442.41548,79.7744,5.303669,0.082659203
NGC4151,U,3022,57442.41696,39.76716,4.0045847,0.068933834
NGC4151,B,3022,57442.41822,39.77796,3.280675,0.054975143
NGC4151,HX,3022,57442.41962,1012.949971,0.819785,0.055504
NGC4151,SX,3022,57442.41962,1012.949971,0.190061,0.026751
NGC4151,W2,3022,57442.42013,199.76206,5.6442115,0.07825818
NGC4151,V,3022,57442.42187,39.76358002,3.026967,0.064556907
NGC4151,M2,3022,57442.42451,328.84718,5.339172564,0.067467037
NGC4151,W1,3023,57442.55017,79.76906103,5.2248685,0.081758325
NGC4151,U,3023,57442.55165,39.77459997,3.9773272,0.06855633
NGC4151,B,3023,57442.55291,39.77460003,3.2843103,0.05506671
NGC4151,HX,3023,57442.55467,1075.631962,0.765804,0.05725
NGC4151,SX,3023,57442.55467,1075.631962,0.218421,0.030897
NGC4151,W2,3023,57442.55482,199.7730801,5.6819553,0.07873146
NGC4151,V,3023,57442.55654,39.78184003,3.060297,0.065033686
NGC4151,M2,3023,57442.55956,393.1029,5.23400984,0.059342648
NGC4151,W1,3024,57442.75595,79.77099997,5.3046814,0.082655423
NGC4151,U,3024,57442.75743,39.77451998,3.9300824,0.067866143
NGC4151,B,3024,57442.75869,39.77451998,3.4600517,0.05735307
NGC4151,HX,3024,57442.75965,935.2219392,0.845683,0.059656
NGC4151,SX,3024,57442.75965,935.2219392,0.158051,0.025812
NGC4151,W2,3024,57442.76061,199.7841,5.730786,0.07929793
NGC4151,V,3024,57442.76233,39.77451998,3.1322082,0.06605602
NGC4151,M2,3024,57442.76455,255.40106,5.4069332,0.07727669
NGC4151,W1,3025,57442.89081,79.77161801,5.3106913,0.082670066
NGC4151,U,3025,57442.8923,39.75946003,4.039269,0.069325375
NGC4151,B,3025,57442.89356,39.77380002,3.2546445,0.05461036
NGC4151,W2,3025,57442.89548,199.751,5.704804,0.078953683
NGC4151,HX,3025,57442.89584,1165.894042,0.778588,0.050101
NGC4151,SX,3025,57442.89584,1165.894042,0.18372,0.024464
NGC4151,V,3025,57442.89721,39.77378005,3.055784,0.0648264
NGC4151,M2,3025,57442.90073,479.71132,5.28128441,0.054911927
NGC4151,W1,3026,57443.02556,79.768718,5.2798376,0.082317976
NGC4151,U,3026,57443.02705,39.77740002,3.9056313,0.06743809
NGC4151,B,3026,57443.02831,39.78097999,3.4088197,0.05660628
NGC4151,HX,3026,57443.02882,862.5120192,0.779976,0.058048
NGC4151,SX,3026,57443.02882,862.5120192,0.139155,0.024617
NGC4151,W2,3026,57443.03022,199.76204,5.6493713,0.07830512
NGC4151,V,3026,57443.03194,39.77737999,3.11202,0.065650337
NGC4151,M2,3026,57443.03373,182.15348,5.394121,0.084689573
NGC4151,W1,3027,57443.41115,79.77104002,5.2319534,0.081811545
NGC4151,U,3027,57443.41264,39.77682,4.034214,0.06929824
NGC4151,B,3027,57443.41389,39.77682,3.3565117,0.05597614
NGC4151,W2,3027,57443.4158,199.76202,5.779236,0.07985786
NGC4151,HX,3027,57443.41607,1148.343955,1.147464,0.073818
NGC4151,SX,3027,57443.41607,1148.343955,0.169012,0.028644
NGC4151,V,3027,57443.41752,39.76602,3.1027325,0.065606476
NGC4151,M2,3027,57443.42096,464.89408,5.311427608,0.055786253
NGC4151,W1,3028,57443.81051,79.76982099,5.2554996,0.08201373
NGC4151,U,3028,57443.812,39.76613998,4.041132,0.069332516
NGC4151,B,3028,57443.81325,39.77336001,3.34283,0.055813526
NGC4151,W2,3028,57443.81516,199.76206,5.797135,0.08007619
NGC4151,HX,3028,57443.81575,1200.995942,0.666526,0.03419
NGC4151,SX,3028,57443.81575,1200.995942,0.141834,0.015875
NGC4151,V,3028,57443.81689,39.78057998,3.1027613,0.065476335
NGC4151,M2,3028,57443.82065,519.1651,5.343586142,0.054075981
NGC4151,W1,3029,57444.01874,79.76643997,5.362388,0.08327674
NGC4151,U,3029,57444.02022,39.77438003,4.1008484,0.070203774
NGC4151,B,3029,57444.02148,39.77076,3.3439976,0.05582592
NGC4151,HX,3029,57444.02282,1063.096013,0.68935,0.040964
NGC4151,SX,3029,57444.02282,1063.096013,0.168074,0.020273
NGC4151,W2,3029,57444.02339,199.77312,5.8604685,0.08080913
NGC4151,V,3029,57444.0251,39.77798003,3.1465587,0.066177567
NGC4151,M2,3029,57444.02787,348.73962,5.342295384,0.06474219
NGC4151,W1,3030,57444.34178,79.77237803,5.4090704,0.083807616
NGC4151,U,3030,57444.34327,39.77881998,3.9276426,0.06775268
NGC4151,B,3030,57444.34452,39.77521998,3.3101438,0.055368707
NGC4151,W2,3030,57444.34643,199.76208,5.567945,0.0773787
NGC4151,HX,3030,57444.34667,1140.821971,0.844323,0.048807
NGC4151,SX,3030,57444.34667,1140.821971,0.177978,0.022641
NGC4151,V,3030,57444.34815,39.77166003,3.1008643,0.0655057
NGC4151,M2,3030,57444.35331,158.46584,5.2599418,0.086708386
NGC4151,W1,3031,57444.47512,79.76920098,5.3849683,0.08351329
NGC4151,U,3031,57444.4766,39.77462,3.9508168,0.06808675
NGC4151,B,3031,57444.47786,39.77824003,3.382103,0.05633477
NGC4151,HX,3031,57444.4793,1020.471955,0.773098,0.050384
NGC4151,SX,3031,57444.4793,1020.471955,0.149257,0.02226
NGC4151,W2,3031,57444.47977,199.76208,5.93217,0.08166822
NGC4151,V,3031,57444.4815,39.77462,3.1703088,0.06650001
NGC4151,M2,3031,57444.48419,336.2282799,5.305254815,0.066051957
NGC4151,W1,3032,57444.7458,79.77217096,5.3872793,0.083157025
NGC4151,U,3032,57444.74728,39.78094,4.188888,0.07109186
NGC4151,HX,3032,57444.74831,734.6379456,0.884516,0.078974
NGC4151,SX,3032,57444.74831,734.6379456,0.149571,0.032777
NGC4151,B,3032,57444.74853,39.78094,3.310095,0.0551281
NGC4151,W2,3032,57444.75044,199.76204,5.8583286,0.08045869
NGC4151,V,3032,57444.75217,39.77381998,3.2123376,0.066612413
NGC4151,M2,3032,57444.75322,53.58690006,5.2605215,0.1292797
NGC4151,U,3033,57444.87847,39.77578002,3.9667397,0.068504547
NGC4151,B,3033,57444.87972,39.77218002,3.2450323,0.05455418
NGC4151,HX,3033,57444.88127,1038.022042,0.849554,0.051742
NGC4151,SX,3033,57444.88127,1038.022042,0.165582,0.023111
NGC4151,V,3033,57444.88335,39.77578002,2.9009913,0.062822364
NGC4151,W1,3034,57445.33927,79.77034003,5.36717,0.083112953
NGC4151,U,3034,57445.34076,39.77205998,4.125988,0.070337404
NGC4151,B,3034,57445.34201,39.77930003,3.345846,0.055778983
NGC4151,W2,3034,57445.34392,199.78412,5.805865,0.08006578
NGC4151,HX,3034,57445.34437,1178.42999,0.828078,0.047753
NGC4151,SX,3034,57445.34437,1178.42999,0.161688,0.021213
NGC4151,V,3034,57445.34565,39.77568001,3.041654,0.064354916
NGC4151,M2,3034,57445.34926,494.21964,5.414738057,0.055505471
NGC4151,W1,3035,57445.40592,79.76881999,5.3725203,0.08331746
NGC4151,U,3035,57445.40741,39.77208,4.0692127,0.069680313
NGC4151,B,3035,57445.40867,39.77929997,3.345278,0.05583031
NGC4151,HX,3035,57445.40998,997.9060032,1.062966,0.080542
NGC4151,SX,3035,57445.40998,997.9060032,0.15154,0.031338
NGC4151,W2,3035,57445.41058,199.77308,5.805503,0.08015116
NGC4151,V,3035,57445.4123,39.76848,3.09253,0.06528781
NGC4151,M2,3035,57445.41477,299.77542,5.3993678,0.0742276
NGC4151,W1,3036,57445.67328,79.77382004,5.268401,0.08227411
NGC4151,U,3036,57445.67477,39.77454001,4.0562053,0.069674363
NGC4151,B,3036,57445.67602,39.77454001,3.409403,0.05667417
NGC4151,HX,3036,57445.67665,880.0619328,0.946645,0.05804
NGC4151,SX,3036,57445.67665,880.0619328,0.182576,0.025452
NGC4151,W2,3036,57445.67793,199.78414,5.724087,0.079206935
NGC4151,V,3036,57445.67965,39.77811998,3.0853904,0.06543951
NGC4151,M2,3036,57445.68156,199.8724,5.374265,0.08216754
NGC4151,U,3037,57445.87569,39.77689999,3.984334,0.068744654
NGC4151,B,3037,57445.87695,39.77689999,3.3278945,0.055658514
NGC4151,HX,3037,57445.87707,792.3059712,0.780421,0.055191
NGC4151,SX,3037,57445.87707,792.3059712,0.211011,0.028887
NGC4151,V,3037,57445.88058,39.77330005,3.095346,0.0656451
NGC4151,W1,3038,57446.01582,79.77935702,5.238764,0.08179363
NGC4151,U,3038,57446.0173,39.77487999,3.974349,0.06835298
NGC4151,B,3038,57446.01856,39.77487999,3.3020597,0.05526813
NGC4151,HX,3038,57446.01874,802.3399488,0.732227,0.055136
NGC4151,SX,3038,57446.01874,802.3399488,0.16368,0.026042
NGC4151,W2,3038,57446.02047,199.76208,5.630446,0.07812527
NGC4151,V,3038,57446.02219,39.77130002,2.942429,0.06312907
NGC4151,M2,3038,57446.02365,124.18656,4.934178,0.08963247
NGC4151,W1,3039,57446.33669,79.76032001,5.3662614,0.08335086
NGC4151,U,3039,57446.33818,39.77078003,4.0428117,0.06945393
NGC4151,B,3039,57446.33943,39.78156,3.3324275,0.055721337
NGC4151,W2,3039,57446.34135,199.77314,5.6761318,0.07869608
NGC4151,HX,3039,57446.34168,1160.880077,0.610706,0.033537
NGC4151,SX,3039,57446.34168,1160.880077,0.145183,0.016427
NGC4151,V,3039,57446.34307,39.77798003,3.157687,0.06643561
NGC4151,M2,3039,57446.34658,477.7255,5.230332997,0.054602979
NGC4151,W1,3040,57446.47054,79.77549201,5.2055172,0.081450466
NGC4151,U,3040,57446.47202,39.77201998,4.0727916,0.06972873
NGC4151,B,3040,57446.47329,39.77564001,3.239426,0.054306295
NGC4151,HX,3040,57446.47493,1055.574029,0.687333,0.045809
NGC4151,SX,3040,57446.47493,1055.574029,0.146851,0.021694
NGC4151,W2,3040,57446.47519,199.77314,5.725184,0.07912212
NGC4151,V,3040,57446.47691,39.76848,3.163074,0.066353427
NGC4151,M2,3040,57446.47981,373.0782601,5.192719466,0.060564351
NGC4151,W1,3041,57446.66863,79.773799,5.143058,0.08080383
NGC4151,U,3041,57446.67011,39.7791,4.0600607,0.069700944
NGC4151,B,3041,57446.67137,39.76471996,3.3100228,0.055436443
NGC4151,W2,3041,57446.67329,199.7621,5.819125,0.080369816
NGC4151,HX,3041,57446.67362,1160.880077,0.679128,0.049524
NGC4151,SX,3041,57446.67362,1160.880077,0.209721,0.027705
NGC4151,V,3041,57446.67501,39.7683,3.104616,0.065695457
NGC4151,M2,3041,57446.67853,476.9422,5.295822602,0.05517032
NGC4151,U,3042,57446.87327,39.77928001,3.934039,0.067977343
NGC4151,B,3042,57446.87452,39.77569997,3.2923246,0.055207093
NGC4151,HX,3042,57446.87556,950.26608,0.567955,0.043117
NGC4151,SX,3042,57446.87556,950.26608,0.234603,0.027791
NGC4151,V,3042,57446.87815,39.77568001,3.044482,0.06486316
NGC4151,W1,3043,57447.07884,79.76261199,5.2189,0.081520637
NGC4151,U,3043,57447.08033,39.77559996,4.093931,0.06994761
NGC4151,B,3043,57447.08158,39.77917999,3.2822472,0.05487339
NGC4151,HX,3043,57447.08325,1063.096013,0.530078,0.039269
NGC4151,SX,3043,57447.08325,1063.096013,0.167191,0.022014
NGC4151,W2,3043,57447.0835,199.77312,5.832686,0.08037436
NGC4151,V,3043,57447.08522,39.77917999,3.011541,0.06402817
NGC4151,M2,3043,57447.08814,377.0280399,5.326116701,0.061495629
NGC4151,B,3044,57447.33593,39.77208,3.2293497,0.05439591
NGC4151,HX,3044,57447.33786,1103.212051,0.568193,0.035961
NGC4151,SX,3044,57447.33786,1103.212051,0.150064,0.018614
NGC4151,V,3044,57447.33957,39.77209997,3.0934406,0.06551774
NGC4151,W1,3045,57447.46742,79.758313,5.2065726,0.08133659
NGC4151,U,3045,57447.4689,39.88272005,3.914434,0.06733517
NGC4151,B,3045,57447.47015,39.77914,3.355801,0.055857074
NGC4151,HX,3045,57447.47163,1027.993939,0.568804,0.034469
NGC4151,SX,3045,57447.47163,1027.993939,0.135161,0.016819
NGC4151,W2,3045,57447.47206,199.75106,5.7889674,0.07987039
NGC4151,V,3045,57447.47379,39.77553999,3.1385688,0.06582203
NGC4151,M2,3045,57447.47651,343.44386,5.341948072,0.065332629
NGC4151,W1,3046,57447.60003,79.76641202,5.07306,0.079765156
NGC4151,U,3046,57447.60151,39.77559996,4.0273686,0.06894114
NGC4151,B,3046,57447.60276,39.77561998,3.3278617,0.055458206
NGC4151,HX,3046,57447.60356,907.6499712,0.7015,0.055135
NGC4151,SX,3046,57447.60356,907.6499712,0.14188,0.02439
NGC4151,W2,3046,57447.60468,199.76208,5.5380505,0.07689993
NGC4151,V,3046,57447.6064,39.77917999,3.1567475,0.066035996
NGC4151,M2,3046,57447.60846,228.43666,5.2606685,0.077772156
NGC4151,W1,3047,57447.93728,79.76245105,5.188988,0.081089217
NGC4151,U,3047,57447.93876,39.76484001,4.0562578,0.069348954
NGC4151,B,3047,57447.94002,39.7791,3.2878394,0.054914173
NGC4151,HX,3047,57447.94165,1050.55799,0.851258,0.051168
NGC4151,SX,3047,57447.94165,1050.55799,0.109927,0.018511
NGC4151,W2,3047,57447.94192,199.75106,5.723255,0.079038375
NGC4151,V,3047,57447.94364,39.77552003,3.086631,0.065006163
NGC4151,M2,3047,57447.94652,369.12842,5.280826982,0.061769496
NGC4151,W1,3048,57448.00504,79.765531,5.214911,0.081435855
NGC4151,U,3048,57448.00652,39.77647996,4.035079,0.0690856
NGC4151,B,3048,57448.00777,39.77293998,3.2929998,0.055010846
NGC4151,HX,3048,57448.00863,1111.755974,0.784517,0.047901
NGC4151,SX,3048,57448.00863,1111.755974,0.188287,0.023624
NGC4151,W2,3048,57448.00968,199.7731,5.8243666,0.080259
NGC4151,V,3048,57448.0114,39.77293998,3.044044,0.064454813
NGC4151,M2,3048,57448.01407,333.47004,5.255859755,0.065935849
NGC4151,W1,3049,57448.33071,79.767416,5.176578,0.08106113
NGC4151,U,3049,57448.3322,39.77548003,3.9925494,0.06855894
NGC4151,B,3049,57448.33346,39.7755,3.3145575,0.05540342
NGC4151,HX,3049,57448.33453,957.788064,1.024204,0.084577
NGC4151,SX,3049,57448.33453,957.788064,0.175075,0.035271
NGC4151,W2,3049,57448.33536,199.77312,5.6808914,0.07868695
NGC4151,V,3049,57448.3371,39.77907997,3.040271,0.064503624
NGC4151,M2,3049,57448.33943,276.17608,5.269794,0.074205624
NGC4151,W1,3050,57448.53004,79.77261502,5.3202593,0.08262948
NGC4151,U,3050,57448.53154,39.77954,4.0198175,0.068869216
NGC4151,B,3050,57448.5328,39.78310001,3.3318034,0.05558301
NGC4151,HX,3050,57448.53385,955.2819456,0.927905,0.053832
NGC4151,SX,3050,57448.53385,955.2819456,0.151065,0.021632
NGC4151,W2,3050,57448.53471,199.76206,5.8081415,0.08012316
NGC4151,V,3050,57448.53643,39.77951998,3.037607,0.06436376
NGC4151,M2,3050,57448.53875,273.84812,5.2513803,0.07412822
NGC4151,W1,3051,57448.72982,79.76715702,5.29975,0.082611367
NGC4151,U,3051,57448.7313,39.77342004,3.9017716,0.06744485
NGC4151,B,3051,57448.73257,39.77701998,3.3091687,0.055354635
NGC4151,W2,3051,57448.73448,199.7731,5.7808935,0.079887907
NGC4151,HX,3051,57448.73478,1155.865939,1.044751,0.058876
NGC4151,SX,3051,57448.73478,1155.865939,0.233922,0.028036
NGC4151,V,3051,57448.7362,39.77701998,3.132159,0.06607075
NGC4151,M2,3051,57448.73968,470.18998,5.31025077,0.055547592
NGC4151,W1,3052,57448.93394,53.20302296,5.147223,0.09317484
NGC4151,U,3052,57448.93527,39.77700001,4.0527152,0.069739955
NGC4151,B,3052,57448.93652,39.77342004,3.2595668,0.05480811
NGC4151,HX,3052,57448.93815,1050.55799,1.005655,0.060755
NGC4151,SX,3052,57448.93815,1050.55799,0.120642,0.021473
NGC4151,W2,3052,57448.93844,199.76206,5.6272197,0.078100006
NGC4151,V,3052,57448.94017,39.77701998,3.079123,0.06546378
NGC4151,M2,3052,57448.94304,367.84858,5.207699444,0.061269968
NGC4151,W1,3053,57449.00383,79.77078897,5.3164772,0.082460574
NGC4151,U,3053,57449.00532,39.77256,4.100115,0.069901775
NGC4151,B,3053,57449.00656,39.72276002,3.2761713,0.05475098
NGC4151,HX,3053,57449.00825,1056.602016,0.841436,0.051909
NGC4151,SX,3053,57449.00825,1056.602016,0.182612,0.024291
NGC4151,W2,3053,57449.00847,199.75102,5.7865476,0.07970786
NGC4151,V,3053,57449.0102,39.76190001,3.0729945,0.06472039
NGC4151,M2,3053,57449.01312,377.1383,5.328673822,0.061426259
NGC4151,W1,3054,57449.26084,79.77409905,5.228552,0.081728965
NGC4151,U,3054,57449.26232,39.7755,3.9284463,0.0677746
NGC4151,B,3054,57449.26358,39.7755,3.3095346,0.055407993
NGC4151,HX,3054,57449.26521,1053.073958,0.725845,0.057187
