Object,Filter,MJD,Flux,Error
Mrk142,g,58580.454,1.797,0.012
Mrk142,g,58581.14,1.791,0.014
Mrk142,g,58582.141,1.821,0.014
Mrk142,g,58582.225,1.832,0.007
Mrk142,g,58583.252,1.84,0.007
Mrk142,g,58583.913,1.827,0.015
Mrk142,g,58584.257,1.866,0.014
Mrk142,g,58584.863,1.877,0.016
Mrk142,g,58586.326,1.904,0.017
Mrk142,g,58586.879,1.885,0.016
Mrk142,g,58587.16,1.872,0.017
Mrk142,g,58587.87,1.844,0.022
Mrk142,g,58588.159,1.809,0.017
Mrk142,g,58588.233,1.829,0.031
Mrk142,g,58588.327,1.772,0.013
Mrk142,g,58588.873,1.784,0.02
Mrk142,g,58589.273,1.78,0.013
Mrk142,g,58589.294,1.814,0.02
Mrk142,g,58589.861,1.709,0.066
Mrk142,g,58590.148,1.771,0.01
Mrk142,g,58590.332,1.763,0.013
Mrk142,g,58590.895,1.79,0.019
Mrk142,g,58591.143,1.766,0.021
Mrk142,g,58591.273,1.795,0.013
Mrk142,g,58592.144,1.765,0.021
Mrk142,g,58592.297,1.74,0.014
Mrk142,g,58592.897,1.74,0.019
Mrk142,g,58593.151,1.742,0.02
Mrk142,g,58593.221,1.749,0.012
Mrk142,g,58593.34,1.738,0.013
Mrk142,g,58593.901,1.757,0.017
Mrk142,g,58594.151,1.767,0.016
Mrk142,g,58594.915,1.781,0.015
Mrk142,g,58595.177,1.82,0.015
Mrk142,g,58595.405,1.824,0.012
Mrk142,g,58595.909,1.835,0.015
Mrk142,g,58596.281,1.85,0.009
Mrk142,g,58596.299,1.861,0.023
Mrk142,g,58597.111,1.861,0.008
Mrk142,g,58597.215,1.883,0.013
Mrk142,g,58597.298,1.861,0.011
Mrk142,g,58598.163,1.843,0.007
Mrk142,g,58598.169,1.864,0.014
Mrk142,g,58598.377,1.859,0.011
Mrk142,g,58599.183,1.879,0.014
Mrk142,g,58599.244,1.85,0.012
Mrk142,g,58600.184,1.857,0.014
Mrk142,g,58602.139,1.86,0.014
Mrk142,g,58603.172,1.847,0.014
Mrk142,g,58604.194,1.825,0.014
Mrk142,g,58604.242,1.811,0.007
Mrk142,g,58605.129,1.789,0.007
Mrk142,g,58605.174,1.801,0.016
Mrk142,g,58605.245,1.779,0.012
Mrk142,g,58606.152,1.81,0.015
Mrk142,g,58607.25,1.812,0.007
Mrk142,g,58607.278,1.78,0.012
Mrk142,g,58609.25,1.761,0.008
Mrk142,g,58610.246,1.746,0.012
Mrk142,g,58610.249,1.747,0.011
Mrk142,g,58611.149,1.776,0.008
Mrk142,g,58611.22,1.76,0.014
Mrk142,g,58611.323,1.757,0.012
Mrk142,g,58612.163,1.749,0.008
Mrk142,g,58612.352,1.735,0.012
Mrk142,g,58615.185,1.705,0.03
Mrk142,g,58615.334,1.74,0.012
Mrk142,g,58617.154,1.677,0.019
Mrk142,g,58618.16,1.679,0.021
Mrk142,g,58618.318,1.674,0.014
Mrk142,g,58619.167,1.717,0.024
Mrk142,g,58619.315,1.705,0.013
Mrk142,g,58620.186,1.731,0.021
Mrk142,g,58621.217,1.777,0.025
Mrk142,g,58621.222,1.722,0.019
Mrk142,g,58622.162,1.753,0.024
Mrk142,g,58622.215,1.798,0.015
Mrk142,g,58623.197,1.83,0.013
Mrk142,g,58625.18,1.837,0.007
Mrk142,g,58625.215,1.83,0.015
Mrk142,g,58626.171,1.875,0.014
Mrk142,g,58627.118,1.909,0.01
Mrk142,g,58627.151,1.901,0.014
Mrk142,g,58627.252,1.9,0.012
Mrk142,g,58628.17,1.931,0.015
Mrk142,g,58629.27,1.905,0.012
Mrk142,g,58630.173,1.888,0.014
Mrk142,g,58630.282,1.875,0.012
Mrk142,g,58631.189,1.887,0.007
Mrk142,g,58631.254,1.913,0.012
Mrk142,g,58632.154,1.944,0.022
Mrk142,g,58633.121,1.89,0.009
Mrk142,g,58633.175,1.918,0.015
Mrk142,g,58633.298,1.91,0.012
Mrk142,g,58639.282,1.921,0.012
Mrk142,g,58641.172,1.934,0.008
Mrk142,g,58642.159,1.944,0.008
Mrk142,g,58643.147,1.917,0.009
Mrk142,g,58643.286,1.93,0.012
Mrk142,g,58644.27,1.898,0.012
Mrk142,g,58645.279,1.875,0.012
Mrk142,g,58649.144,1.837,0.012
Mrk142,g,58649.259,1.863,0.012
Mrk142,g,58650.128,1.861,0.014
Mrk142,g,58650.266,1.86,0.013
Mrk142,g,58651.128,1.851,0.015
Mrk142,g,58651.265,1.844,0.013
Mrk142,g,58652.128,1.833,0.012
Mrk142,g,58653.137,1.82,0.01
Mrk142,g,58653.26,1.847,0.012
Mrk142,SV,58484.351,1.762,0.102
Mrk142,SV,58484.818,1.747,0.106
Mrk142,SV,58485.143,1.753,0.09
Mrk142,SV,58485.937,1.819,0.101
Mrk142,SV,58486.069,1.64,0.088
Mrk142,SV,58487.725,1.843,0.091
Mrk142,SV,58488.197,1.602,0.086
Mrk142,SV,58488.797,1.82,0.093
Mrk142,SV,58489.783,1.737,0.094
Mrk142,SV,58490.719,1.831,0.095
Mrk142,SV,58491.047,1.847,0.095
Mrk142,SV,58491.644,1.797,0.093
Mrk142,SV,58492.043,1.762,0.092
Mrk142,SV,58492.636,1.729,0.093
Mrk142,SV,58493.234,1.722,0.095
Mrk142,SV,58493.977,1.773,0.093
Mrk142,SV,58494.296,1.674,0.095
Mrk142,SV,58494.828,1.558,0.086
Mrk142,SV,58495.033,1.749,0.09
Mrk142,SV,58496.221,1.852,0.103
Mrk142,SV,58496.82,1.658,0.09
Mrk142,SV,58498.28,1.79,0.101
Mrk142,SV,58498.878,1.831,0.093
Mrk142,SV,58499.873,1.817,0.091
Mrk142,SV,58500.206,1.958,0.099
Mrk142,SV,58500.679,1.761,0.088
Mrk142,SV,58501.068,1.857,0.095
Mrk142,SV,58501.672,1.938,0.095
Mrk142,SV,58502.065,1.755,0.092
Mrk142,SV,58502.794,1.811,0.093
Mrk142,SV,58503.06,1.759,0.094
Mrk142,SV,58503.791,1.817,0.096
Mrk142,SV,58504.256,1.807,0.092
Mrk142,SV,58505.915,1.905,0.095
Mrk142,SV,58506.313,1.978,0.096
Mrk142,SV,58506.911,1.895,0.095
Mrk142,SV,58507.84,1.795,0.095
Mrk142,SV,58508.243,1.735,0.103
Mrk142,SV,58508.847,1.859,0.096
Mrk142,SV,58509.238,2,0.099
Mrk142,SV,58509.78,1.979,0.099
Mrk142,SV,58510.839,2.052,0.099
Mrk142,SV,58511.229,2.045,0.101
Mrk142,SV,58511.77,1.801,0.097
Mrk142,SV,58512.428,1.974,0.098
Mrk142,SV,58512.897,1.939,0.097
Mrk142,SV,58514.347,1.791,0.095
Mrk142,SV,58514.679,1.955,0.102
Mrk142,SV,58516.341,1.849,0.093
Mrk142,SV,58516.883,1.843,0.093
Mrk142,SV,58518.336,1.859,0.094
Mrk142,SV,58518.809,1.86,0.095
Mrk142,SV,58519.398,1.918,0.092
Mrk142,SV,58519.863,1.751,0.095
Mrk142,SV,58520.395,1.934,0.092
Mrk142,SV,58520.861,1.809,0.094
Mrk142,SV,58521.397,1.867,0.092
Mrk142,SV,58521.792,1.821,0.095
Mrk142,SV,58522.392,1.889,0.091
Mrk142,SV,58523.388,1.817,0.088
Mrk142,SV,58523.72,1.812,0.094
Mrk142,SV,58524.385,1.787,0.09
Mrk142,SV,58524.716,2.076,0.101
Mrk142,SV,58525.448,1.954,0.097
Mrk142,SV,58525.646,1.844,0.093
Mrk142,SV,58527.374,1.994,0.096
Mrk142,SV,58527.706,2.008,0.096
Mrk142,SV,58528.183,1.96,0.108
Mrk142,SV,58528.836,1.97,0.103
Mrk142,SV,58529.972,1.926,0.107
Mrk142,SV,58530.761,1.917,0.092
Mrk142,SV,58531.5,1.971,0.086
Mrk142,SV,58531.756,1.996,0.098
Mrk142,SV,58532.755,1.939,0.104
Mrk142,SV,58533.025,1.894,0.093
Mrk142,SV,58534.085,2.075,0.143
Mrk142,SV,58534.347,1.748,0.128
Mrk142,SV,58534.745,1.952,0.095
Mrk142,SV,58535.209,1.913,0.097
Mrk142,SV,58535.744,1.722,0.088
Mrk142,SV,58536.27,1.973,0.098
Mrk142,SV,58536.744,1.895,0.096
Mrk142,SV,58537.2,1.954,0.097
Mrk142,SV,58537.665,2.002,0.096
Mrk142,SV,58538.195,1.892,0.106
Mrk142,SV,58538.66,1.832,0.091
Mrk142,SV,58539.191,1.953,0.094
Mrk142,SV,58539.723,1.9,0.093
Mrk142,SV,58540.186,2.001,0.105
Mrk142,SV,58541.126,1.834,0.094
Mrk142,SV,58541.648,1.849,0.091
Mrk142,SV,58542.243,1.756,0.099
Mrk142,SV,58542.71,1.689,0.088
Mrk142,SV,58543.307,1.946,0.096
Mrk142,SV,58543.972,1.938,0.099
Mrk142,SV,58544.048,1.878,0.094
Mrk142,SV,58544.902,1.812,0.093
Mrk142,SV,58545.305,1.918,0.099
Mrk142,SV,58545.63,1.95,0.093
Mrk142,SV,58546.161,1.582,0.091
Mrk142,SV,58546.692,1.84,0.091
Mrk142,SV,58547.158,1.809,0.092
Mrk142,SV,58547.955,1.827,0.095
Mrk142,SV,58548.153,1.817,0.095
Mrk142,SV,58548.95,1.6,0.089
Mrk142,SV,58549.68,1.72,0.087
Mrk142,SV,58550.144,1.747,0.098
Mrk142,SV,58550.61,1.783,0.089
Mrk142,SV,58551.141,1.735,0.09
Mrk142,SV,58551.671,1.736,0.091
Mrk142,SV,58552.144,1.657,0.09
Mrk142,SV,58552.601,1.794,0.097
Mrk142,SV,58553.14,1.729,0.09
Mrk142,SV,58554.132,1.878,0.096
Mrk142,SV,58554.597,1.84,0.09
Mrk142,SV,58555.131,1.85,0.094
Mrk142,SV,58555.662,1.866,0.088
Mrk142,SV,58556.462,1.771,0.089
Mrk142,SV,58556.72,1.829,0.096
Mrk142,SV,58558.05,1.904,0.101
Mrk142,SV,58558.921,1.683,0.095
Mrk142,SV,58559.18,1.783,0.095
Mrk142,SV,58560.313,1.871,0.09
Mrk142,SV,58560.845,1.846,0.09
Mrk142,SV,58561.309,1.809,0.094
Mrk142,SV,58563.897,1.824,0.097
Mrk142,SV,58564.752,1.688,0.098
Mrk142,SV,58565.356,2.094,0.096
Mrk142,SV,58566.888,1.803,0.096
Mrk142,SV,58567.817,1.805,0.092
Mrk142,SV,58568.602,2.034,0.105
Mrk142,SV,58569.409,1.795,0.089
Mrk142,SV,58570.671,1.786,0.096
Mrk142,SV,58571.197,1.928,0.097
Mrk142,SV,58573.523,1.889,0.099
Mrk142,SV,58574.454,1.869,0.1
Mrk142,SV,58575.456,1.757,0.094
Mrk142,SV,58576.249,1.718,0.092
Mrk142,SV,58577.378,1.845,0.091
Mrk142,SV,58578.507,1.748,0.093
Mrk142,SV,58579.369,1.896,0.1
Mrk142,SV,58580.233,1.751,0.097
Mrk142,SV,58581.362,1.758,0.09
Mrk142,SV,58582.635,1.798,0.092
Mrk142,SV,58583.42,1.788,0.089
Mrk142,SV,58584.549,1.913,0.097
Mrk142,SV,58585.345,1.868,0.094
Mrk142,SV,58586.607,1.874,0.093
Mrk142,SV,58587.537,1.752,0.089
Mrk142,SV,58589.803,1.687,0.097
Mrk142,SV,58590.927,1.722,0.093
Mrk142,SV,58591.12,1.725,0.09
Mrk142,SV,58592.515,1.906,0.097
Mrk142,SV,58593.316,1.778,0.091
Mrk142,SV,58594.039,1.712,0.106
Mrk142,SV,58595.302,1.76,0.089
Mrk142,SV,58596.5,1.832,0.089
Mrk142,SV,58597.359,1.782,0.09
Mrk142,SV,58602.482,1.769,0.088
Mrk142,lV,58413.934,0.994,0.004
Mrk142,lV,58425.891,1.015,0.003
Mrk142,lV,58428.878,1.008,0.003
Mrk142,lV,58429.872,0.998,0.003
Mrk142,lV,58432.87,0.989,0.003
Mrk142,lV,58435.909,0.98,0.002
Mrk142,lV,58437.856,0.981,0.003
Mrk142,lV,58440.846,0.966,0.003
Mrk142,lV,58448.929,0.988,0.005
Mrk142,lV,58450.874,0.982,0.004
Mrk142,lV,58453.819,0.991,0.003
Mrk142,lV,58454.784,1,0.004
Mrk142,lV,58456.84,0.998,0.002
Mrk142,lV,58461.847,1.002,0.002
Mrk142,lV,58464.796,1.021,0.002
Mrk142,lV,58467.814,0.983,0.003
Mrk142,lV,58471.888,0.973,0.003
Mrk142,lV,58473.797,0.973,0.006
Mrk142,lV,58479.866,0.97,0.004
Mrk142,lV,58482.868,0.984,0.002
Mrk142,lV,58484.866,0.983,0.002
Mrk142,lV,58487.767,0.977,0.002
Mrk142,lV,58489.926,0.986,0.002
Mrk142,lV,58493.853,0.96,0.002
Mrk142,lV,58495.904,0.972,0.002
Mrk142,lV,58497.787,0.981,0.002
Mrk142,lV,58500.876,1.007,0.002
Mrk142,lV,58506.816,1.026,0.007
Mrk142,lV,58509.83,1.052,0.004
Mrk142,lV,58511.686,1.06,0.002
Mrk142,lV,58513.895,1.047,0.002
Mrk142,lV,58517.885,1.024,0.002
Mrk142,lV,58521.842,1.042,0.002
Mrk142,lV,58524.838,1.048,0.002
Mrk142,lV,58526.845,1.074,0.002
Mrk142,lV,58543.644,1.015,0.002
Mrk142,lV,58548.621,0.989,0.002
Mrk142,lV,58553.628,0.989,0.002
Mrk142,lV,58557.58,0.989,0.008
Mrk142,lV,58567.704,1.023,0.003
Mrk142,lV,58569.665,0.99,0.003
Mrk142,lV,58570.653,0.99,0.002
Mrk142,lV,58572.622,0.976,0.003
Mrk142,lV,58577.563,0.978,0.002
Mrk142,lV,58581.616,0.995,0.003
Mrk142,lV,58586.625,1.026,0.006
Mrk142,lV,58591.58,0.983,0.009
Mrk142,lV,58593.595,0.988,0.006
Mrk142,lV,58595.584,1.003,0.005
Mrk142,lV,58597.629,1.018,0.003
Mrk142,lV,58600.658,0.998,0.004
Mrk142,lV,58605.658,0.978,0.003
Mrk142,lV,58606.681,0.989,0.002
Mrk142,lV,58610.632,0.973,0.003
Mrk142,lV,58614.628,0.976,0.008
Mrk142,lV,58624.603,0.996,0.003
Mrk142,lV,58625.641,1.014,0.003
Mrk142,lV,58628.632,1.022,0.003
Mrk142,lV,58631.664,1.024,0.003
Mrk142,lV,58639.6,1.031,0.003
Mrk142,lV,58643.599,1.016,0.004
Mrk142,lV,58655.583,0.994,0.003
Mrk142,r,58496.947,1.392,0.018
Mrk142,r,58497.49,1.45,0.005
Mrk142,r,58498.02,1.439,0.015
Mrk142,r,58498.242,1.458,0.01
Mrk142,r,58498.939,1.453,0.016
Mrk142,r,58499.441,1.457,0.006
Mrk142,r,58500.44,1.475,0.007
Mrk142,r,58500.461,1.482,0.006
Mrk142,r,58500.587,1.478,0.005
Mrk142,r,58502.436,1.461,0.006
Mrk142,r,58503.035,1.493,0.016
Mrk142,r,58503.294,1.442,0.011
Mrk142,r,58503.299,1.459,0.011
Mrk142,r,58503.428,1.473,0.006
Mrk142,r,58503.519,1.47,0.014
Mrk142,r,58504.08,1.486,0.018
Mrk142,r,58504.43,1.432,0.04
Mrk142,r,58504.471,1.487,0.006
Mrk142,r,58504.512,1.514,0.037
Mrk142,r,58505.394,1.475,0.006
Mrk142,r,58505.442,1.462,0.007
Mrk142,r,58505.476,1.524,0.01
Mrk142,r,58506.022,1.491,0.028
Mrk142,r,58506.27,1.47,0.01
Mrk142,r,58506.406,1.477,0.009
Mrk142,r,58506.472,1.493,0.005
Mrk142,r,58506.495,1.497,0.007
Mrk142,r,58507.015,1.514,0.016
Mrk142,r,58507.29,1.485,0.008
Mrk142,r,58507.334,1.496,0.006
Mrk142,r,58507.389,1.494,0.006
Mrk142,r,58508.042,1.497,0.017
Mrk142,r,58508.22,1.49,0.006
Mrk142,r,58508.285,1.47,0.008
Mrk142,r,58508.488,1.513,0.006
Mrk142,r,58509.295,1.541,0.011
Mrk142,r,58509.41,1.537,0.007
Mrk142,r,58510.257,1.536,0.007
Mrk142,r,58510.466,1.541,0.006
Mrk142,r,58510.473,1.536,0.006
Mrk142,r,58511.217,1.557,0.015
Mrk142,r,58511.258,1.536,0.007
Mrk142,r,58512.28,1.57,0.009
Mrk142,r,58513.163,1.544,0.015
Mrk142,r,58514.029,1.53,0.015
Mrk142,r,58514.518,1.558,0.007
Mrk142,r,58514.993,1.526,0.015
Mrk142,r,58515.198,1.531,0.006
Mrk142,r,58515.3,1.522,0.006
Mrk142,r,58516.177,1.505,0.015
Mrk142,r,58516.295,1.494,0.006
Mrk142,r,58516.421,1.506,0.006
Mrk142,r,58517.009,1.5,0.015
Mrk142,r,58518.116,1.512,0.016
Mrk142,r,58518.312,1.499,0.007
Mrk142,r,58518.359,1.503,0.005
Mrk142,r,58518.944,1.507,0.016
Mrk142,r,58519.519,1.513,0.006
Mrk142,r,58519.954,1.512,0.015
Mrk142,r,58520.273,1.527,0.013
Mrk142,r,58521.476,1.519,0.006
Mrk142,r,58522.28,1.535,0.006
Mrk142,r,58523.008,1.534,0.015
Mrk142,r,58523.221,1.541,0.031
Mrk142,r,58523.228,1.532,0.006
Mrk142,r,58524.042,1.511,0.015
Mrk142,r,58524.929,1.542,0.016
Mrk142,r,58526.258,1.57,0.006
Mrk142,r,58526.469,1.581,0.007
Mrk142,r,58526.92,1.559,0.016
Mrk142,r,58527.18,1.583,0.007
Mrk142,r,58527.209,1.596,0.014
Mrk142,r,58527.904,1.598,0.02
Mrk142,r,58529.455,1.585,0.007
Mrk142,r,58531.367,1.568,0.007
Mrk142,r,58531.37,1.587,0.01
Mrk142,r,58532.156,1.598,0.024
Mrk142,r,58532.193,1.534,0.009
Mrk142,r,58533.147,1.546,0.017
Mrk142,r,58534.333,1.553,0.009
Mrk142,r,58534.335,1.574,0.01
Mrk142,r,58535.029,1.561,0.017
Mrk142,r,58535.193,1.525,0.01
Mrk142,r,58535.871,1.57,0.017
Mrk142,r,58536.191,1.547,0.007
Mrk142,r,58538.09,1.569,0.019
Mrk142,r,58538.189,1.509,0.007
Mrk142,r,58538.319,1.541,0.006
Mrk142,r,58539.027,1.545,0.015
Mrk142,r,58539.238,1.531,0.006
Mrk142,r,58539.37,1.54,0.007
Mrk142,r,58540.27,1.524,0.006
Mrk142,r,58540.456,1.518,0.006
Mrk142,r,58542.254,1.469,0.007
Mrk142,r,58542.463,1.497,0.005
Mrk142,r,58543.223,1.466,0.006
Mrk142,r,58543.228,1.505,0.006
Mrk142,r,58543.531,1.506,0.007
Mrk142,r,58544.167,1.468,0.007
Mrk142,r,58544.183,1.493,0.008
Mrk142,r,58544.38,1.491,0.005
Mrk142,r,58545.058,1.502,0.015
Mrk142,r,58545.136,1.467,0.015
Mrk142,r,58545.441,1.483,0.005
Mrk142,r,58545.883,1.477,0.015
Mrk142,r,58546.177,1.467,0.007
Mrk142,r,58546.402,1.4,0.007
Mrk142,r,58546.886,1.472,0.015
Mrk142,r,58547.282,1.452,0.008
Mrk142,r,58547.339,1.487,0.005
Mrk142,r,58547.904,1.468,0.015
Mrk142,r,58548.164,1.456,0.009
Mrk142,r,58548.546,1.474,0.026
Mrk142,r,58548.897,1.47,0.016
Mrk142,r,58549.127,1.471,0.006
Mrk142,r,58549.194,1.426,0.007
Mrk142,r,58550.295,1.459,0.005
Mrk142,r,58550.357,1.425,0.055
Mrk142,r,58551.417,1.477,0.007
Mrk142,r,58552.533,1.449,0.005
Mrk142,r,58553.151,1.433,0.012
Mrk142,r,58554.417,1.457,0.008
Mrk142,r,58554.889,1.454,0.015
Mrk142,r,58555.376,1.445,0.005
Mrk142,r,58555.425,1.439,0.006
Mrk142,r,58555.906,1.458,0.015
Mrk142,r,58556.363,1.444,0.005
Mrk142,r,58556.454,1.525,0.011
Mrk142,r,58556.868,1.451,0.016
Mrk142,r,58557.148,1.422,0.007
Mrk142,r,58557.294,1.444,0.006
Mrk142,r,58557.872,1.444,0.016
Mrk142,r,58558.434,1.471,0.006
Mrk142,r,58558.486,1.473,0.006
Mrk142,r,58558.876,1.474,0.015
Mrk142,r,58559.279,1.507,0.009
Mrk142,r,58559.289,1.492,0.006
Mrk142,r,58559.856,1.53,0.027
Mrk142,r,58560.204,1.482,0.01
Mrk142,r,58560.249,1.463,0.02
Mrk142,r,58560.439,1.505,0.006
Mrk142,r,58560.863,1.512,0.017
Mrk142,r,58561.089,1.511,0.009
Mrk142,r,58561.241,1.52,0.006
Mrk142,r,58561.338,1.51,0.009
Mrk142,r,58561.882,1.496,0.025
Mrk142,r,58562.151,1.512,0.009
Mrk142,r,58562.24,1.519,0.006
Mrk142,r,58562.45,1.525,0.016
Mrk142,r,58562.864,1.517,0.017
Mrk142,r,58563.239,1.518,0.006
Mrk142,r,58563.388,1.516,0.014
Mrk142,r,58563.887,1.535,0.016
Mrk142,r,58564.277,1.582,0.01
Mrk142,r,58564.329,1.547,0.006
Mrk142,r,58564.897,1.533,0.015
Mrk142,r,58565.139,1.537,0.006
Mrk142,r,58565.249,1.54,0.006
Mrk142,r,58565.924,1.524,0.015
Mrk142,r,58566.091,1.525,0.006
Mrk142,r,58566.143,1.539,0.008
Mrk142,r,58566.258,1.507,0.012
Mrk142,r,58567.138,1.49,0.011
Mrk142,r,58568.14,1.506,0.006
Mrk142,r,58568.144,1.497,0.008
Mrk142,r,58568.432,1.503,0.006
Mrk142,r,58569.125,1.489,0.011
Mrk142,r,58570.17,1.498,0.014
Mrk142,r,58570.303,1.467,0.005
Mrk142,r,58571.18,1.456,0.007
Mrk142,r,58571.238,1.46,0.005
Mrk142,r,58571.474,1.458,0.005
Mrk142,r,58572.14,1.435,0.008
Mrk142,r,58574.139,1.425,0.008
Mrk142,r,58574.354,1.402,0.007
Mrk142,r,58575.164,1.432,0.009
Mrk142,r,58576.199,1.435,0.007
Mrk142,r,58576.296,1.432,0.006
Mrk142,r,58576.354,1.443,0.006
Mrk142,r,58577.14,1.427,0.008
Mrk142,r,58578.126,1.431,0.007
Mrk142,r,58579.148,1.445,0.007
Mrk142,r,58579.268,1.44,0.005
Mrk142,r,58580.128,1.445,0.007
Mrk142,r,58580.456,1.452,0.005
Mrk142,r,58581.148,1.459,0.007
Mrk142,r,58582.148,1.464,0.007
Mrk142,r,58582.23,1.478,0.006
Mrk142,r,58583.257,1.484,0.006
Mrk142,r,58583.914,1.48,0.015
Mrk142,r,58584.298,1.519,0.007
Mrk142,r,58584.864,1.494,0.015
Mrk142,r,58586.333,1.499,0.009
Mrk142,r,58586.88,1.504,0.015
Mrk142,r,58587.168,1.511,0.008
Mrk142,r,58587.871,1.476,0.017
Mrk142,r,58588.164,1.473,0.009
Mrk142,r,58588.329,1.461,0.006
Mrk142,r,58588.874,1.442,0.017
Mrk142,r,58589.275,1.456,0.006
Mrk142,r,58589.327,1.496,0.01
Mrk142,r,58589.862,1.449,0.033
Mrk142,r,58590.103,1.461,0.008
Mrk142,r,58590.203,1.467,0.009
Mrk142,r,58590.334,1.46,0.006
Mrk142,r,58590.896,1.448,0.016
Mrk142,r,58591.151,1.466,0.009
Mrk142,r,58591.275,1.456,0.006
Mrk142,r,58592.152,1.466,0.011
Mrk142,r,58592.298,1.419,0.007
Mrk142,r,58592.898,1.428,0.016
Mrk142,r,58593.16,1.441,0.009
Mrk142,r,58593.226,1.435,0.008
Mrk142,r,58593.342,1.445,0.006
Mrk142,r,58593.901,1.435,0.016
Mrk142,r,58594.161,1.454,0.008
Mrk142,r,58594.916,1.475,0.015
Mrk142,r,58595.185,1.467,0.008
Mrk142,r,58595.407,1.466,0.006
Mrk142,r,58595.91,1.479,0.015
Mrk142,r,58596.286,1.51,0.007
Mrk142,r,58596.303,1.462,0.016
Mrk142,r,58597.116,1.484,0.006
Mrk142,r,58597.24,1.473,0.007
Mrk142,r,58597.3,1.5,0.005
Mrk142,r,58598.168,1.489,0.006
Mrk142,r,58598.177,1.526,0.007
Mrk142,r,58598.379,1.495,0.005
Mrk142,r,58599.191,1.519,0.007
Mrk142,r,58599.246,1.496,0.006
Mrk142,r,58600.191,1.508,0.007
Mrk142,r,58602.147,1.511,0.007
Mrk142,r,58603.18,1.526,0.007
Mrk142,r,58604.202,1.519,0.007
Mrk142,r,58604.247,1.483,0.006
Mrk142,r,58605.134,1.473,0.006
Mrk142,r,58605.182,1.498,0.007
Mrk142,r,58605.246,1.473,0.005
Mrk142,r,58606.158,1.497,0.008
Mrk142,r,58607.159,1.489,0.007
Mrk142,r,58607.255,1.479,0.006
Mrk142,r,58607.28,1.467,0.005
Mrk142,r,58608.214,1.473,0.007
Mrk142,r,58609.141,1.487,0.007
Mrk142,r,58609.255,1.471,0.006
Mrk142,r,58610.175,1.481,0.01
Mrk142,r,58610.248,1.451,0.005
Mrk142,r,58611.154,1.459,0.006
Mrk142,r,58611.227,1.471,0.006
Mrk142,r,58611.325,1.449,0.005
Mrk142,r,58612.168,1.442,0.006
Mrk142,r,58612.354,1.437,0.006
Mrk142,r,58615.172,1.414,0.009
Mrk142,r,58615.336,1.429,0.006
Mrk142,r,58617.162,1.425,0.008
Mrk142,r,58618.168,1.44,0.011
Mrk142,r,58618.32,1.407,0.006
Mrk142,r,58619.175,1.4,0.014
Mrk142,r,58619.317,1.414,0.006
Mrk142,r,58620.194,1.427,0.009
Mrk142,r,58621.224,1.438,0.016
Mrk142,r,58621.227,1.436,0.011
Mrk142,r,58622.17,1.419,0.011
Mrk142,r,58622.22,1.463,0.009
Mrk142,r,58623.202,1.484,0.008
Mrk142,r,58625.185,1.479,0.006
Mrk142,r,58625.222,1.478,0.008
Mrk142,r,58626.179,1.475,0.007
Mrk142,r,58627.124,1.508,0.006
Mrk142,r,58627.159,1.508,0.007
Mrk142,r,58627.254,1.514,0.006
Mrk142,r,58628.177,1.528,0.008
Mrk142,r,58629.271,1.521,0.006
Mrk142,r,58630.181,1.511,0.007
Mrk142,r,58630.284,1.506,0.005
Mrk142,r,58631.194,1.505,0.006
Mrk142,r,58631.256,1.518,0.006
Mrk142,r,58632.162,1.533,0.011
Mrk142,r,58633.127,1.477,0.007
Mrk142,r,58633.183,1.531,0.007
Mrk142,r,58633.3,1.52,0.006
Mrk142,r,58639.284,1.517,0.006
Mrk142,r,58641.177,1.529,0.006
Mrk142,r,58642.164,1.538,0.006
Mrk142,r,58643.152,1.533,0.007
Mrk142,r,58643.288,1.524,0.006
Mrk142,r,58644.271,1.521,0.006
Mrk142,r,58645.282,1.503,0.006
Mrk142,r,58649.149,1.486,0.008
Mrk142,r,58649.261,1.488,0.006
Mrk142,r,58650.133,1.491,0.008
Mrk142,r,58650.268,1.498,0.006
Mrk142,r,58651.133,1.491,0.008
Mrk142,r,58651.267,1.495,0.006
Mrk142,r,58652.133,1.491,0.007
Mrk142,r,58653.142,1.469,0.008
Mrk142,r,58653.261,1.499,0.007
Mrk142,i,58424.503,1.246,0.017
Mrk142,i,58425.48,1.248,0.02
Mrk142,i,58426.489,1.224,0.015
Mrk142,i,58427.485,1.228,0.018
Mrk142,i,58429.474,1.234,0.014
Mrk142,i,58430.48,1.225,0.014
Mrk142,i,58431.457,1.23,0.015
Mrk142,i,58436.455,1.196,0.016
Mrk142,i,58437.495,1.215,0.016
Mrk142,i,58438.439,1.194,0.014
Mrk142,i,58439.437,1.161,0.017
Mrk142,i,58441.435,1.201,0.014
Mrk142,i,58442.467,1.188,0.019
Mrk142,i,58443.429,1.212,0.015
Mrk142,i,58447.462,1.207,0.108
Mrk142,i,58449.451,1.24,0.015
Mrk142,i,58450.463,1.211,0.016
Mrk142,i,58451.413,1.22,0.015
Mrk142,i,58456.443,1.219,0.014
Mrk142,i,58466.413,1.229,0.013
Mrk142,i,58467.33,1.232,0.007
Mrk142,i,58471.378,1.225,0.018
Mrk142,i,58472.409,1.234,0.015
Mrk142,i,58473.386,1.239,0.017
Mrk142,i,58473.526,1.212,0.007
Mrk142,i,58474.336,1.185,0.053
Mrk142,i,58475.369,1.183,0.015
