Object,Filter,MJD,Flux,Error
Mrk142,u,58489.065,2.943,0.043
Mrk142,u,58489.643,2.913,0.074
Mrk142,u,58490.464,2.906,0.072
Mrk142,u,58491.078,2.875,0.044
Mrk142,u,58491.273,2.841,0.031
Mrk142,u,58491.521,2.871,0.071
Mrk142,u,58491.983,2.731,0.054
Mrk142,u,58492.525,2.76,0.07
Mrk142,u,58493.495,2.712,0.071
Mrk142,u,58494.1,2.68,0.051
Mrk142,u,58494.458,2.712,0.071
Mrk142,u,58495.244,2.741,0.032
Mrk142,u,58495.975,2.782,0.048
Mrk142,u,58496.458,2.868,0.071
Mrk142,u,58496.945,2.531,0.13
Mrk142,u,58498.017,2.842,0.046
Mrk142,u,58498.231,2.943,0.041
Mrk142,u,58498.936,2.836,0.075
Mrk142,u,58499.433,2.957,0.073
Mrk142,u,58500.429,2.998,0.03
Mrk142,u,58500.453,3.087,0.072
Mrk142,u,58500.589,2.992,0.073
Mrk142,u,58502.418,3.021,0.036
Mrk142,u,58503.032,2.932,0.05
Mrk142,u,58503.263,3.175,0.147
Mrk142,u,58503.281,2.989,0.064
Mrk142,u,58503.42,2.912,0.078
Mrk142,u,58504.077,3.052,0.054
Mrk142,u,58504.463,3.259,0.079
Mrk142,u,58504.494,3.075,0.119
Mrk142,u,58505.416,2.904,0.106
Mrk142,u,58505.424,3.012,0.108
Mrk142,u,58506.299,3.127,0.098
Mrk142,u,58506.472,3.121,0.074
Mrk142,u,58506.477,3.085,0.044
Mrk142,u,58507.012,3.05,0.046
Mrk142,u,58507.254,3.073,0.095
Mrk142,u,58507.316,3.11,0.037
Mrk142,u,58508.039,3.112,0.056
Mrk142,u,58508.202,3.11,0.031
Mrk142,u,58508.249,3.318,0.098
Mrk142,u,58508.48,3.167,0.072
Mrk142,u,58509.259,3.065,0.118
Mrk142,u,58509.392,3.199,0.053
Mrk142,u,58510.221,3.287,0.101
Mrk142,u,58510.448,3.322,0.037
Mrk142,u,58510.464,3.284,0.083
Mrk142,u,58511.214,3.448,0.059
Mrk142,u,58511.222,3.4,0.091
Mrk142,u,58513.16,3.296,0.05
Mrk142,u,58514.026,3.291,0.05
Mrk142,u,58514.482,3.308,0.087
Mrk142,u,58514.99,3.186,0.046
Mrk142,u,58515.18,3.164,0.03
Mrk142,u,58516.174,3.123,0.044
Mrk142,u,58516.403,3.082,0.026
Mrk142,u,58517.006,3.12,0.044
Mrk142,u,58518.113,3.222,0.053
Mrk142,u,58518.351,3.123,0.072
Mrk142,u,58519.511,3.226,0.071
Mrk142,u,58519.951,3.239,0.048
Mrk142,u,58520.932,3.285,0.062
Mrk142,u,58521.328,3.396,0.107
Mrk142,u,58521.459,3.286,0.034
Mrk142,u,58522.243,3.36,0.093
Mrk142,u,58523.005,3.285,0.05
Mrk142,u,58523.211,3.271,0.033
Mrk142,u,58524.039,3.285,0.05
Mrk142,u,58524.926,3.343,0.054
Mrk142,u,58525.221,3.394,0.137
Mrk142,u,58526.202,3.49,0.106
Mrk142,u,58526.452,3.517,0.047
Mrk142,u,58526.917,3.491,0.063
Mrk142,u,58527.163,3.553,0.052
Mrk142,u,58529.438,3.463,0.048
Mrk142,u,58531.35,3.419,0.051
Mrk142,u,58532.186,3.428,0.121
Mrk142,u,58534.282,3.463,0.123
Mrk142,u,58534.318,3.424,0.064
Mrk142,u,58535.026,3.353,0.058
Mrk142,u,58535.15,3.574,0.134
Mrk142,u,58535.868,3.273,0.06
Mrk142,u,58536.174,3.236,0.038
Mrk142,u,58538.087,3.249,0.049
Mrk142,u,58538.153,3.22,0.086
Mrk142,u,58538.302,3.184,0.031
Mrk142,u,58539.024,3.214,0.046
Mrk142,u,58539.146,3.046,0.127
Mrk142,u,58539.353,3.198,0.044
Mrk142,u,58540.253,3.092,0.026
Mrk142,u,58540.448,3.121,0.073
Mrk142,u,58541.154,2.83,0.093
Mrk142,u,58541.286,3.076,0.032
Mrk142,u,58542.218,2.971,0.072
Mrk142,u,58542.455,3.048,0.071
Mrk142,u,58543.182,2.963,0.075
Mrk142,u,58543.211,3.077,0.025
Mrk142,u,58543.523,3.068,0.079
Mrk142,u,58544.16,2.701,0.095
Mrk142,u,58544.166,3.029,0.028
Mrk142,u,58544.372,3.105,0.072
Mrk142,u,58545.055,3.046,0.042
Mrk142,u,58545.433,3.029,0.072
Mrk142,u,58545.88,2.981,0.043
Mrk142,u,58546.882,2.944,0.044
Mrk142,u,58547.238,2.502,0.111
Mrk142,u,58547.331,2.897,0.074
Mrk142,u,58547.901,2.889,0.044
Mrk142,u,58548.249,2.86,0.056
Mrk142,u,58548.894,2.898,0.052
Mrk142,u,58549.11,2.889,0.027
Mrk142,u,58549.135,2.824,0.075
Mrk142,u,58550.287,2.632,0.073
Mrk142,u,58550.338,2.771,0.041
Mrk142,u,58551.347,2.861,0.07
Mrk142,u,58553.283,2.826,0.072
Mrk142,u,58554.886,2.892,0.044
Mrk142,u,58555.368,2.964,0.072
Mrk142,u,58555.409,2.871,0.028
Mrk142,u,58555.903,2.859,0.044
Mrk142,u,58556.355,2.857,0.072
Mrk142,u,58556.865,2.829,0.051
Mrk142,u,58557.14,2.933,0.078
Mrk142,u,58557.286,2.857,0.073
Mrk142,u,58557.869,2.924,0.047
Mrk142,u,58558.428,2.859,0.075
Mrk142,u,58558.478,3.012,0.073
Mrk142,u,58558.873,3.003,0.045
Mrk142,u,58559.281,3.158,0.075
Mrk142,u,58559.287,3.012,0.108
Mrk142,u,58559.854,3.077,0.085
Mrk142,u,58560.176,3.025,0.099
Mrk142,u,58560.429,3.19,0.079
Mrk142,u,58560.86,3.232,0.053
Mrk142,u,58561.233,3.126,0.078
Mrk142,u,58561.243,3.129,0.119
Mrk142,u,58561.879,3.02,0.073
Mrk142,u,58562.232,3.109,0.079
Mrk142,u,58562.86,3.171,0.061
Mrk142,u,58563.231,3.288,0.076
Mrk142,u,58563.885,3.244,0.055
Mrk142,u,58564.319,3.185,0.086
Mrk142,u,58564.321,3.278,0.075
Mrk142,u,58564.894,3.285,0.05
Mrk142,u,58565.241,3.308,0.072
Mrk142,u,58565.921,3.215,0.047
Mrk142,u,58566.121,3.185,0.079
Mrk142,u,58566.248,3.238,0.199
Mrk142,u,58567.193,3.133,0.115
Mrk142,u,58568.122,3.142,0.097
Mrk142,u,58568.424,3.105,0.072
Mrk142,u,58569.146,3.144,0.093
Mrk142,u,58570.182,2.765,0.093
Mrk142,u,58570.295,2.923,0.072
Mrk142,u,58571.201,2.885,0.073
Mrk142,u,58571.23,2.838,0.072
Mrk142,u,58571.466,2.909,0.072
Mrk142,u,58574.159,2.609,0.088
Mrk142,u,58575.185,2.766,0.074
Mrk142,u,58576.23,2.863,0.079
Mrk142,u,58576.288,2.624,0.071
Mrk142,u,58577.16,2.853,0.075
Mrk142,u,58578.147,2.835,0.085
Mrk142,u,58579.125,2.811,0.073
Mrk142,u,58579.26,2.81,0.072
Mrk142,u,58580.148,2.843,0.072
Mrk142,u,58580.448,2.891,0.072
Mrk142,u,58581.125,2.813,0.074
Mrk142,u,58582.126,2.964,0.071
Mrk142,u,58583.141,3.181,0.085
Mrk142,u,58583.911,3.056,0.042
Mrk142,u,58584.318,3.057,0.086
Mrk142,u,58584.861,3.066,0.043
Mrk142,u,58586.298,3.184,0.1
Mrk142,u,58586.877,3.053,0.043
Mrk142,u,58587.132,2.964,0.078
Mrk142,u,58587.868,2.949,0.046
Mrk142,u,58588.133,2.981,0.086
Mrk142,u,58588.319,2.908,0.081
Mrk142,u,58588.871,2.845,0.049
Mrk142,u,58589.211,3.065,0.095
Mrk142,u,58589.267,2.801,0.074
Mrk142,u,58589.859,2.8,0.071
Mrk142,u,58590.326,2.798,0.074
Mrk142,u,58590.893,2.919,0.054
Mrk142,u,58591.177,2.987,0.085
Mrk142,u,58591.267,3.025,0.075
Mrk142,u,58592.178,3.03,0.095
Mrk142,u,58592.292,2.811,0.085
Mrk142,u,58592.895,2.841,0.047
Mrk142,u,58593.334,2.736,0.074
Mrk142,u,58593.898,2.799,0.048
Mrk142,u,58594.137,2.779,0.077
Mrk142,u,58594.914,2.886,0.046
Mrk142,u,58595.907,3.056,0.043
Mrk142,u,58597.261,3.069,0.099
Mrk142,u,58597.292,3.033,0.072
Mrk142,u,58598.14,2.961,0.071
Mrk142,u,58598.371,2.975,0.072
Mrk142,u,58599.212,2.921,0.071
Mrk142,u,58599.237,2.924,0.072
Mrk142,u,58600.212,3.11,0.077
Mrk142,u,58602.207,2.978,0.073
Mrk142,u,58603.157,2.944,0.067
Mrk142,u,58604.179,2.972,0.073
Mrk142,u,58605.205,2.801,0.074
Mrk142,u,58605.238,2.82,0.072
Mrk142,u,58606.17,2.858,0.186
Mrk142,u,58607.145,2.924,0.07
Mrk142,u,58607.272,2.913,0.072
Mrk142,u,58608.189,2.88,0.076
Mrk142,u,58609.162,2.774,0.077
Mrk142,u,58610.16,2.857,0.091
Mrk142,u,58610.24,2.821,0.072
Mrk142,u,58611.317,2.81,0.072
Mrk142,u,58612.346,2.726,0.072
Mrk142,u,58615.328,2.703,0.072
Mrk142,u,58617.183,2.737,0.084
Mrk142,u,58618.188,2.658,0.091
Mrk142,u,58618.312,2.626,0.074
Mrk142,u,58619.152,2.744,0.092
Mrk142,u,58619.309,2.72,0.075
Mrk142,u,58620.216,2.811,0.096
Mrk142,u,58621.245,3.034,0.126
Mrk142,u,58622.19,2.934,0.122
Mrk142,u,58626.157,3.008,0.075
Mrk142,u,58627.18,3.13,0.078
Mrk142,u,58627.246,3.14,0.073
Mrk142,u,58628.198,3.258,0.092
Mrk142,u,58629.263,3.085,0.072
Mrk142,u,58630.158,3.128,0.075
Mrk142,u,58630.276,3.084,0.072
Mrk142,u,58631.209,3.269,0.084
Mrk142,u,58631.248,3.098,0.073
Mrk142,u,58633.161,3.308,0.082
Mrk142,u,58633.292,3.151,0.072
Mrk142,u,58634.16,3.034,0.074
Mrk142,u,58636.211,3.183,0.105
Mrk142,u,58639.276,3.207,0.072
Mrk142,u,58643.28,3.08,0.073
Mrk142,u,58644.263,3.164,0.073
Mrk142,u,58645.271,3.039,0.078
Mrk142,u,58649.253,2.954,0.076
Mrk142,u,58650.26,3.013,0.076
Mrk142,u,58651.258,2.983,0.077
Mrk142,u,58653.254,3.29,0.074
Mrk142,B,58484.347,2.209,0.082
Mrk142,B,58484.814,2.084,0.081
Mrk142,B,58485.138,2.068,0.073
Mrk142,B,58485.933,2.119,0.081
Mrk142,B,58486.064,2.102,0.075
Mrk142,B,58487.72,2.11,0.073
Mrk142,B,58488.192,2.064,0.073
Mrk142,B,58488.792,2.184,0.077
Mrk142,B,58489.778,2.016,0.076
Mrk142,B,58490.714,2.171,0.078
Mrk142,B,58491.042,2.035,0.075
Mrk142,B,58491.639,2.092,0.076
Mrk142,B,58492.038,2.112,0.075
Mrk142,B,58492.632,2.153,0.078
Mrk142,B,58493.23,2.114,0.078
Mrk142,B,58493.972,2.064,0.075
Mrk142,B,58494.292,2.087,0.079
Mrk142,B,58494.823,1.979,0.072
Mrk142,B,58495.028,2.146,0.075
Mrk142,B,58496.217,2.075,0.081
Mrk142,B,58496.816,2.109,0.076
Mrk142,B,58497.811,2.069,0.073
Mrk142,B,58498.275,2.099,0.082
Mrk142,B,58498.873,2.125,0.075
Mrk142,B,58499.868,2.084,0.073
Mrk142,B,58500.202,2.284,0.08
Mrk142,B,58500.674,2.265,0.075
Mrk142,B,58501.063,2.181,0.077
Mrk142,B,58501.667,2.113,0.074
Mrk142,B,58502.06,2.223,0.078
Mrk142,B,58502.789,2.217,0.077
Mrk142,B,58503.055,2.176,0.079
Mrk142,B,58503.786,2.174,0.079
Mrk142,B,58504.251,2.14,0.075
Mrk142,B,58505.188,1.985,0.135
Mrk142,B,58505.91,2.222,0.077
Mrk142,B,58506.308,2.11,0.075
Mrk142,B,58506.906,2.019,0.073
Mrk142,B,58507.373,2.107,0.076
Mrk142,B,58507.836,2.206,0.078
Mrk142,B,58508.239,2.301,0.088
Mrk142,B,58508.842,2.273,0.08
Mrk142,B,58509.234,2.288,0.079
Mrk142,B,58509.776,2.275,0.08
Mrk142,B,58510.834,2.46,0.082
Mrk142,B,58511.224,2.384,0.081
Mrk142,B,58511.765,2.406,0.084
Mrk142,B,58512.423,2.343,0.081
Mrk142,B,58512.892,2.385,0.081
Mrk142,B,58513.027,2.499,0.083
Mrk142,B,58513.749,2.344,0.078
Mrk142,B,58514.343,2.328,0.081
Mrk142,B,58514.675,2.269,0.083
Mrk142,B,58516.336,2.16,0.075
Mrk142,B,58516.878,2.125,0.075
Mrk142,B,58518.331,2.313,0.079
Mrk142,B,58518.804,2.247,0.079
Mrk142,B,58519.392,2.187,0.074
Mrk142,B,58519.858,2.24,0.081
Mrk142,B,58520.389,2.311,0.076
Mrk142,B,58520.856,2.407,0.081
Mrk142,B,58521.392,2.343,0.078
Mrk142,B,58521.787,2.278,0.079
Mrk142,B,58522.387,2.325,0.076
Mrk142,B,58523.383,2.259,0.074
Mrk142,B,58523.715,2.231,0.078
Mrk142,B,58524.379,2.378,0.078
Mrk142,B,58524.711,2.585,0.085
Mrk142,B,58525.443,2.498,0.083
Mrk142,B,58525.641,2.569,0.083
Mrk142,B,58527.369,2.48,0.08
Mrk142,B,58527.701,2.726,0.085
Mrk142,B,58528.179,2.462,0.091
Mrk142,B,58528.831,2.375,0.085
Mrk142,B,58529.968,2.283,0.086
Mrk142,B,58530.755,2.422,0.078
Mrk142,B,58531.494,2.348,0.071
Mrk142,B,58531.751,2.414,0.081
Mrk142,B,58532.751,2.406,0.086
Mrk142,B,58533.019,2.434,0.079
Mrk142,B,58534.082,2.372,0.115
Mrk142,B,58534.345,2.607,0.116
Mrk142,B,58534.74,2.491,0.081
Mrk142,B,58535.204,2.479,0.083
Mrk142,B,58535.738,2.318,0.076
Mrk142,B,58536.265,2.202,0.077
Mrk142,B,58536.739,2.184,0.077
Mrk142,B,58537.195,2.183,0.076
Mrk142,B,58537.66,2.248,0.076
Mrk142,B,58538.191,2.334,0.088
Mrk142,B,58538.655,2.313,0.077
Mrk142,B,58539.186,2.222,0.075
Mrk142,B,58539.717,2.326,0.078
Mrk142,B,58540.182,2.218,0.083
Mrk142,B,58541.121,2.196,0.077
Mrk142,B,58541.643,2.196,0.074
Mrk142,B,58542.238,2.089,0.08
Mrk142,B,58542.704,2.173,0.074
Mrk142,B,58543.302,2.224,0.077
Mrk142,B,58543.968,2.1,0.077
Mrk142,B,58544.043,2.127,0.075
Mrk142,B,58544.897,2.38,0.081
Mrk142,B,58545.3,2.153,0.078
Mrk142,B,58545.625,2.12,0.073
Mrk142,B,58546.156,2.136,0.078
Mrk142,B,58546.687,2.173,0.074
Mrk142,B,58547.152,2.142,0.075
Mrk142,B,58547.951,2.235,0.079
Mrk142,B,58548.148,2.191,0.077
Mrk142,B,58548.945,2.222,0.079
Mrk142,B,58549.146,2.185,0.078
Mrk142,B,58549.675,2.054,0.071
Mrk142,B,58550.14,2.159,0.081
Mrk142,B,58550.604,2.223,0.074
Mrk142,B,58551.136,2.167,0.076
Mrk142,B,58551.666,2.196,0.076
Mrk142,B,58552.139,2.21,0.078
Mrk142,B,58552.596,2.129,0.079
Mrk142,B,58553.134,2.11,0.074
Mrk142,B,58554.127,2.136,0.076
Mrk142,B,58554.591,2.068,0.071
Mrk142,B,58555.126,2.143,0.076
Mrk142,B,58555.656,2.154,0.071
Mrk142,B,58556.457,2.222,0.074
Mrk142,B,58556.716,2.106,0.077
Mrk142,B,58558.046,2.182,0.081
Mrk142,B,58558.917,2.347,0.084
Mrk142,B,58559.175,2.316,0.081
Mrk142,B,58559.778,2.237,0.074
Mrk142,B,58560.307,2.216,0.074
Mrk142,B,58560.839,2.243,0.074
Mrk142,B,58561.304,2.084,0.075
Mrk142,B,58563.892,2.378,0.083
Mrk142,B,58564.748,2.466,0.088
Mrk142,B,58565.35,2.309,0.075
Mrk142,B,58566.883,2.22,0.08
Mrk142,B,58567.812,2.405,0.08
Mrk142,B,58568.598,2.223,0.083
Mrk142,B,58569.403,2.205,0.074
Mrk142,B,58570.666,2.094,0.078
Mrk142,B,58571.192,2.235,0.078
Mrk142,B,58573.518,1.975,0.075
Mrk142,B,58574.449,1.982,0.077
Mrk142,B,58575.452,2.05,0.075
Mrk142,B,58576.244,2.163,0.077
Mrk142,B,58577.372,2.237,0.075
Mrk142,B,58578.502,1.986,0.074
Mrk142,B,58579.365,2.099,0.079
Mrk142,B,58580.229,2.127,0.08
Mrk142,B,58581.357,2.064,0.073
Mrk142,B,58582.63,2.193,0.076
Mrk142,B,58583.414,2.174,0.074
Mrk142,B,58584.544,2.213,0.078
Mrk142,B,58585.34,2.251,0.078
Mrk142,B,58586.602,2.384,0.078
Mrk142,B,58587.531,2.238,0.076
Mrk142,B,58588.593,1.978,0.121
Mrk142,B,58589.798,2.276,0.084
Mrk142,B,58590.922,2.275,0.081
Mrk142,B,58591.115,2.128,0.075
Mrk142,B,58592.51,2.141,0.078
Mrk142,B,58593.311,1.984,0.072
Mrk142,B,58594.035,1.94,0.085
Mrk142,B,58595.297,2.056,0.074
Mrk142,B,58596.495,2.338,0.076
Mrk142,B,58597.354,2.295,0.079
Mrk142,B,58602.476,2.154,0.073
Mrk142,B,58603.941,2.402,0.186
Mrk142,g,58422.474,1.894,0.049
Mrk142,g,58424.488,1.861,0.02
Mrk142,g,58425.463,1.843,0.02
Mrk142,g,58426.473,1.867,0.02
Mrk142,g,58427.469,1.817,0.02
Mrk142,g,58429.457,1.782,0.018
Mrk142,g,58430.463,1.774,0.018
Mrk142,g,58431.441,1.802,0.019
Mrk142,g,58433.437,1.73,0.019
Mrk142,g,58436.437,1.71,0.019
Mrk142,g,58437.478,1.77,0.019
Mrk142,g,58438.423,1.764,0.018
Mrk142,g,58439.419,1.795,0.02
Mrk142,g,58441.418,1.748,0.019
Mrk142,g,58442.451,1.762,0.021
Mrk142,g,58443.413,1.82,0.025
Mrk142,g,58447.447,1.839,0.031
Mrk142,g,58448.399,1.859,0.062
Mrk142,g,58449.435,1.802,0.022
Mrk142,g,58450.446,1.822,0.022
Mrk142,g,58451.396,1.81,0.021
Mrk142,g,58456.427,1.83,0.019
Mrk142,g,58462.386,1.826,0.022
Mrk142,g,58466.396,1.813,0.019
Mrk142,g,58467.325,1.82,0.01
Mrk142,g,58471.363,1.837,0.024
Mrk142,g,58472.391,1.782,0.023
Mrk142,g,58473.521,1.754,0.011
Mrk142,g,58475.355,1.775,0.03
Mrk142,g,58475.364,1.701,0.026
Mrk142,g,58476.365,1.73,0.028
Mrk142,g,58476.401,1.712,0.022
Mrk142,g,58477.323,1.697,0.031
Mrk142,g,58477.346,1.722,0.021
Mrk142,g,58478.357,1.72,0.02
Mrk142,g,58480.345,1.764,0.012
Mrk142,g,58483.466,1.826,0.011
Mrk142,g,58486.018,1.762,0.013
Mrk142,g,58486.462,1.781,0.012
Mrk142,g,58487.005,1.748,0.014
Mrk142,g,58487.271,1.779,0.008
Mrk142,g,58487.332,1.746,0.02
Mrk142,g,58487.632,1.772,0.012
Mrk142,g,58488.083,1.785,0.013
Mrk142,g,58488.362,1.795,0.018
Mrk142,g,58488.477,1.833,0.024
Mrk142,g,58488.516,1.816,0.008
Mrk142,g,58488.561,1.8,0.012
Mrk142,g,58489.068,1.794,0.012
Mrk142,g,58489.651,1.802,0.012
Mrk142,g,58490.47,1.782,0.012
Mrk142,g,58491.082,1.774,0.012
Mrk142,g,58491.28,1.779,0.009
Mrk142,g,58491.527,1.77,0.012
Mrk142,g,58491.987,1.749,0.012
Mrk142,g,58492.536,1.72,0.012
Mrk142,g,58493.501,1.711,0.012
Mrk142,g,58494.103,1.708,0.012
Mrk142,g,58494.464,1.704,0.012
Mrk142,g,58495.251,1.731,0.009
Mrk142,g,58495.978,1.749,0.013
Mrk142,g,58496.465,1.772,0.012
Mrk142,g,58496.948,1.746,0.017
Mrk142,g,58497.488,1.791,0.012
Mrk142,g,58498.021,1.786,0.013
Mrk142,g,58498.238,1.778,0.014
Mrk142,g,58498.94,1.798,0.016
Mrk142,g,58499.439,1.828,0.012
Mrk142,g,58500.436,1.863,0.009
Mrk142,g,58500.518,1.859,0.011
Mrk142,g,58500.593,1.858,0.011
Mrk142,g,58502.428,1.803,0.009
Mrk142,g,58503.036,1.844,0.016
Mrk142,g,58503.286,1.814,0.029
Mrk142,g,58503.292,1.88,0.016
Mrk142,g,58503.426,1.818,0.013
Mrk142,g,58503.511,1.866,0.026
Mrk142,g,58504.08,1.828,0.018
Mrk142,g,58504.469,1.874,0.014
Mrk142,g,58504.504,1.815,0.029
Mrk142,g,58505.392,1.852,0.014
Mrk142,g,58505.434,1.836,0.011
Mrk142,g,58505.46,1.88,0.026
Mrk142,g,58506.023,1.91,0.063
Mrk142,g,58506.261,1.862,0.024
Mrk142,g,58506.398,1.88,0.021
Mrk142,g,58506.47,1.853,0.012
Mrk142,g,58506.487,1.869,0.01
Mrk142,g,58507.016,1.878,0.014
Mrk142,g,58507.282,1.901,0.018
Mrk142,g,58507.326,1.875,0.009
Mrk142,g,58507.387,1.881,0.012
Mrk142,g,58508.042,1.909,0.016
Mrk142,g,58508.212,1.874,0.008
Mrk142,g,58508.277,1.891,0.017
Mrk142,g,58508.486,1.907,0.012
Mrk142,g,58509.287,1.954,0.018
Mrk142,g,58509.402,1.974,0.009
Mrk142,g,58509.982,1.912,0.033
Mrk142,g,58510.25,1.976,0.015
Mrk142,g,58510.458,1.984,0.008
Mrk142,g,58510.471,1.968,0.015
Mrk142,g,58511.217,2.012,0.012
Mrk142,g,58511.25,2.009,0.016
Mrk142,g,58512.272,2.035,0.019
Mrk142,g,58513.164,1.984,0.012
Mrk142,g,58514.03,1.969,0.012
Mrk142,g,58514.51,1.96,0.015
Mrk142,g,58514.993,1.92,0.012
Mrk142,g,58515.19,1.922,0.007
Mrk142,g,58515.296,1.903,0.013
Mrk142,g,58516.178,1.881,0.012
Mrk142,g,58516.287,1.858,0.013
Mrk142,g,58516.413,1.869,0.007
Mrk142,g,58517.01,1.877,0.012
Mrk142,g,58517.241,1.829,0.099
Mrk142,g,58518.117,1.894,0.015
Mrk142,g,58518.305,1.821,0.024
Mrk142,g,58518.357,1.904,0.012
Mrk142,g,58518.945,1.924,0.015
Mrk142,g,58519.502,1.989,0.049
Mrk142,g,58519.517,1.905,0.012
Mrk142,g,58519.955,1.927,0.012
Mrk142,g,58520.263,1.933,0.021
Mrk142,g,58520.935,1.971,0.013
Mrk142,g,58521.372,2.009,0.016
Mrk142,g,58521.469,1.951,0.007
Mrk142,g,58522.272,1.943,0.014
Mrk142,g,58523.007,1.936,0.015
Mrk142,g,58523.214,1.907,0.021
Mrk142,g,58523.22,1.947,0.007
Mrk142,g,58524.042,1.969,0.015
Mrk142,g,58524.928,1.981,0.016
Mrk142,g,58526.25,2.026,0.015
Mrk142,g,58526.462,2.07,0.009
Mrk142,g,58526.919,2.054,0.016
Mrk142,g,58527.173,2.075,0.01
Mrk142,g,58527.189,2.029,0.023
Mrk142,g,58529.449,2.044,0.01
Mrk142,g,58531.359,2.014,0.011
Mrk142,g,58531.366,2.047,0.023
Mrk142,g,58532.186,2.025,0.021
Mrk142,g,58533.139,2.009,0.038
Mrk142,g,58534.306,2.02,0.019
Mrk142,g,58534.328,2.008,0.014
Mrk142,g,58535.028,2.022,0.021
Mrk142,g,58535.184,1.987,0.021
Mrk142,g,58535.87,1.95,0.019
Mrk142,g,58536.184,1.963,0.009
Mrk142,g,58538.089,1.946,0.02
Mrk142,g,58538.182,1.913,0.015
Mrk142,g,58538.312,1.933,0.008
Mrk142,g,58539.027,1.924,0.015
Mrk142,g,58539.23,1.921,0.014
Mrk142,g,58539.363,1.925,0.01
Mrk142,g,58540.263,1.89,0.007
Mrk142,g,58540.454,1.897,0.012
Mrk142,g,58541.294,1.827,0.024
Mrk142,g,58542.246,1.835,0.014
Mrk142,g,58542.461,1.847,0.011
Mrk142,g,58543.214,1.84,0.014
Mrk142,g,58543.221,1.852,0.007
Mrk142,g,58543.529,1.867,0.013
Mrk142,g,58544.159,1.828,0.014
Mrk142,g,58544.176,1.866,0.014
Mrk142,g,58544.378,1.847,0.011
Mrk142,g,58545.058,1.876,0.015
Mrk142,g,58545.128,1.807,0.025
Mrk142,g,58545.439,1.834,0.011
Mrk142,g,58545.882,1.827,0.015
Mrk142,g,58546.152,1.813,0.015
Mrk142,g,58546.395,1.866,0.014
Mrk142,g,58546.885,1.843,0.016
Mrk142,g,58547.281,1.825,0.014
Mrk142,g,58547.337,1.837,0.011
Mrk142,g,58547.903,1.855,0.015
Mrk142,g,58548.152,1.805,0.018
Mrk142,g,58548.259,1.816,0.024
Mrk142,g,58548.544,1.801,0.042
Mrk142,g,58548.896,1.794,0.024
Mrk142,g,58549.12,1.787,0.007
Mrk142,g,58549.186,1.775,0.015
Mrk142,g,58550.15,1.783,0.031
Mrk142,g,58550.293,1.8,0.012
Mrk142,g,58550.348,1.798,0.019
Mrk142,g,58551.41,1.809,0.015
Mrk142,g,58552.531,1.797,0.012
Mrk142,g,58553.145,1.739,0.019
Mrk142,g,58554.406,1.815,0.015
Mrk142,g,58554.888,1.774,0.015
Mrk142,g,58555.374,1.772,0.012
Mrk142,g,58555.419,1.764,0.007
Mrk142,g,58555.905,1.787,0.015
Mrk142,g,58556.361,1.756,0.012
Mrk142,g,58556.446,1.86,0.019
Mrk142,g,58556.867,1.757,0.022
Mrk142,g,58557.14,1.75,0.015
Mrk142,g,58557.292,1.772,0.012
Mrk142,g,58557.871,1.834,0.018
Mrk142,g,58558.458,1.839,0.011
Mrk142,g,58558.875,1.825,0.023
Mrk142,g,58559.284,1.937,0.021
Mrk142,g,58559.287,1.881,0.013
Mrk142,g,58559.306,1.855,0.021
Mrk142,g,58559.856,1.901,0.041
Mrk142,g,58560.238,1.918,0.022
Mrk142,g,58560.437,1.908,0.013
Mrk142,g,58560.862,1.895,0.022
Mrk142,g,58561.084,1.914,0.016
Mrk142,g,58561.239,1.939,0.014
Mrk142,g,58561.331,1.942,0.02
Mrk142,g,58561.881,1.924,0.031
Mrk142,g,58562.146,1.912,0.014
Mrk142,g,58562.238,1.933,0.014
Mrk142,g,58562.442,1.888,0.038
Mrk142,g,58562.863,1.958,0.022
Mrk142,g,58563.238,1.959,0.014
Mrk142,g,58563.381,1.932,0.032
Mrk142,g,58563.886,1.965,0.019
Mrk142,g,58564.269,1.957,0.026
Mrk142,g,58564.327,1.965,0.013
Mrk142,g,58564.896,1.954,0.015
Mrk142,g,58565.131,1.949,0.014
Mrk142,g,58565.247,1.961,0.012
Mrk142,g,58565.923,1.949,0.015
Mrk142,g,58566.086,1.918,0.009
Mrk142,g,58566.136,1.917,0.015
Mrk142,g,58566.256,1.907,0.024
Mrk142,g,58567.13,1.875,0.017
Mrk142,g,58568.135,1.867,0.007
Mrk142,g,58568.137,1.86,0.015
Mrk142,g,58568.43,1.871,0.012
Mrk142,g,58569.117,1.831,0.021
Mrk142,g,58570.162,1.842,0.034
Mrk142,g,58570.301,1.802,0.012
Mrk142,g,58571.172,1.749,0.015
Mrk142,g,58571.237,1.77,0.012
Mrk142,g,58571.473,1.788,0.012
Mrk142,g,58572.133,1.731,0.016
Mrk142,g,58574.131,1.712,0.016
Mrk142,g,58574.349,1.695,0.009
Mrk142,g,58575.157,1.693,0.016
Mrk142,g,58576.192,1.727,0.016
Mrk142,g,58576.294,1.739,0.012
Mrk142,g,58576.349,1.742,0.008
Mrk142,g,58577.132,1.723,0.018
Mrk142,g,58578.119,1.739,0.015
Mrk142,g,58578.309,1.744,0.012
Mrk142,g,58579.14,1.745,0.015
Mrk142,g,58579.267,1.756,0.012
Mrk142,g,58580.12,1.75,0.015
