Object,Filter,Cadence,MJD,Duration,Flux,Error
NGC4593,HX,4058,57587.10284,1033.008077,0.633898,0.059574
NGC4593,SX,4058,57587.10284,1033.008077,1.037319,0.075963
NGC4593,W2,4058,57587.10395,340.77376,1.3101409,0.022147589
NGC4593,V,4058,57587.10646,84.76594001,1.3135137,0.029768854
NGC4593,M2,4058,57587.10839,239.7895,1.2451242,0.027584038
NGC4593,W1,4059,57587.16569,165.78064,1.3156253,0.025522469
NGC4593,U,4059,57587.16718,82.77999997,1.1094704,0.0227317
NGC4593,B,4059,57587.1682,82.77998,1.1102411,0.02192646
NGC4593,HX,4059,57587.1696,1012.949971,0.619461,0.049195
NGC4593,SX,4059,57587.1696,1012.949971,0.883703,0.058805
NGC4593,V,4059,57587.17313,82.76896,1.3199054,0.0301107
NGC4593,U,4060,57587.24918,81.77599996,1.0920523,0.02237896
NGC4593,B,4060,57587.25018,81.77598,1.1308805,0.022049779
NGC4593,HX,4060,57587.25159,1005.427987,0.6058,0.038943
NGC4593,SX,4060,57587.25159,1005.427987,0.881838,0.046927
NGC4593,V,4060,57587.25505,81.77601999,1.3414003,0.030595029
NGC4593,W1,4061,57587.31299,163.77268,1.3034826,0.025445804
NGC4593,U,4061,57587.31446,81.74292004,1.0843677,0.022258782
NGC4593,B,4061,57587.31546,81.78701997,1.1234836,0.021936928
NGC4593,HX,4061,57587.31688,1007.933933,0.670363,0.050636
NGC4593,SX,4061,57587.31688,1007.933933,0.932098,0.059829
NGC4593,W2,4061,57587.31789,327.77706,1.2977852,0.022304564
NGC4593,V,4061,57587.32032,81.78706002,1.284456,0.029691438
NGC4593,M2,4061,57587.32226,243.97098,1.27791785,0.027868305
NGC4593,W1,4062,57587.36469,150.7758999,1.2836523,0.026102067
NGC4593,U,4062,57587.36605,74.78114003,1.0651404,0.022988895
NGC4593,B,4062,57587.36697,74.77007997,1.1297877,0.023215524
NGC4593,HX,4062,57587.36812,912.6580608,0.541773,0.035362
NGC4593,SX,4062,57587.36812,912.6580608,0.763799,0.041866
NGC4593,W2,4062,57587.36922,300.76846,1.31457625,0.023228182
NGC4593,V,4062,57587.37145,74.77012002,1.2949143,0.03101054
NGC4593,M2,4062,57587.37315,210.0668,1.26284345,0.02936699
NGC4593,W1,4063,57587.43136,150.77592,1.3670806,0.02721389
NGC4593,U,4063,57587.43273,74.88044,1.1181916,0.023759033
NGC4593,B,4063,57587.43365,74.78112,1.1366563,0.023201897
NGC4593,HX,4063,57587.43479,912.6580608,0.786416,0.071027
NGC4593,SX,4063,57587.43479,912.6580608,1.170924,0.086477
NGC4593,W2,4063,57587.4359,300.76846,1.3161926,0.023234016
NGC4593,V,4063,57587.43813,74.78114003,1.30091445,0.031079478
NGC4593,M2,4063,57587.43982,209.15108,1.3186173,0.03021182
NGC4593,W1,4064,57587.49835,176.76946,1.3771325,0.025633223
NGC4593,U,4064,57587.49994,87.73378003,1.0920405,0.021927573
NGC4593,B,4064,57587.50101,87.76686001,1.1430432,0.021847461
NGC4593,HX,4064,57587.50259,1078.13808,0.811507,0.053904
NGC4593,SX,4064,57587.50259,1078.13808,1.003015,0.059955
NGC4593,W2,4064,57587.50363,353.7816,1.3484666,0.022252334
NGC4593,V,4064,57587.50624,87.77790004,1.3269892,0.02951247
NGC4593,M2,4064,57587.50829,257.54144,1.3750071,0.028619843
NGC4593,U,4065,57587.5658,89.77485996,1.0916591,0.021857484
NGC4593,B,4065,57587.56691,89.77487999,1.0866153,0.020918443
NGC4593,HX,4065,57587.56846,1090.67593,0.689409,0.056187
NGC4593,SX,4065,57587.56846,1090.67593,1.123804,0.071246
NGC4593,V,4065,57587.57225,89.78590006,1.28954956,0.028785552
NGC4593,U,4066,57587.6458,80.77197999,1.1586645,0.02350692
NGC4593,B,4066,57587.64679,80.77201998,1.14978455,0.022446135
NGC4593,HX,4066,57587.64819,995.397984,0.686532,0.046278
NGC4593,SX,4066,57587.64819,995.397984,1.019413,0.056357
NGC4593,W2,4066,57587.64921,324.77604,1.4092799,0.023654525
NGC4593,V,4066,57587.65161,80.76098001,1.3066,0.030202397
NGC4593,M2,4066,57587.65352,241.6099,1.3218232,0.028600507
NGC4593,W1,4067,57587.89627,121.77032,1.3749153,0.029727902
NGC4593,U,4067,57587.89737,60.72518003,1.1452307,0.02627497
NGC4593,B,4067,57587.89813,60.75830001,1.103028,0.024808594
NGC4593,HX,4067,57587.89891,749.6820864,0.750494,0.062867
NGC4593,SX,4067,57587.89891,749.6820864,1.201045,0.079453
NGC4593,W2,4067,57587.89996,244.78736,1.3874523,0.02598905
NGC4593,V,4067,57587.90178,60.78034002,1.3537774,0.034792416
NGC4593,M2,4067,57587.90321,176.32812,1.378836,0.033342753
NGC4593,W1,4068,57587.96543,159.75666,1.3937093,0.026855704
NGC4593,U,4068,57587.96687,79.76802003,1.1598968,0.023754361
NGC4593,B,4068,57587.96785,79.77903998,1.1772961,0.023084777
NGC4593,HX,4068,57587.96916,972.832032,0.845068,0.058077
NGC4593,SX,4068,57587.96916,972.832032,0.991827,0.062979
NGC4593,W2,4068,57587.97024,320.7711,1.4507416,0.0242315
NGC4593,V,4068,57587.97261,79.77902001,1.2407758,0.029335194
NGC4593,M2,4068,57587.97444,226.31828,1.3678838,0.02998683
NGC4593,W1,4069,57588.02912,161.78672,1.423847,0.027181142
NGC4593,U,4069,57588.03057,80.78303999,1.1242601,0.02321562
NGC4593,B,4069,57588.03156,80.72788,1.1331669,0.022474378
NGC4593,HX,4069,57588.03293,990.3840192,0.725497,0.066579
NGC4593,SX,4069,57588.03293,990.3840192,1.245166,0.08721
NGC4593,W2,4069,57588.03398,324.76502,1.4253303,0.023854393
NGC4593,V,4069,57588.03638,80.72785997,1.3466107,0.0308504
NGC4593,M2,4069,57588.03827,237.49462,1.38983995,0.02969839
NGC4593,W1,4070,57588.10287,149.76084,1.4323297,0.028054208
NGC4593,U,4070,57588.10422,74.78112,1.1599673,0.024260953
NGC4593,B,4070,57588.10514,74.7701,1.1940667,0.02383039
NGC4593,HX,4070,57588.1063,912.6580608,0.811779,0.052922
NGC4593,SX,4070,57588.1063,912.6580608,1.12295,0.062285
NGC4593,W2,4070,57588.10738,300.77944,1.4285487,0.02454871
NGC4593,V,4070,57588.10961,74.7701,1.32901,0.031556766
NGC4593,M2,4070,57588.11133,213.26634,1.3677917,0.03068305
NGC4593,W1,4071,57588.16221,165.7696,1.4065071,0.026643633
NGC4593,U,4071,57588.1637,82.77998,1.1453419,0.023271243
NGC4593,B,4071,57588.16471,82.77999997,1.1599774,0.022716757
NGC4593,HX,4071,57588.16613,1012.949971,0.678574,0.045717
NGC4593,SX,4071,57588.16613,1012.949971,1.047602,0.056892
NGC4593,W2,4071,57588.16718,332.76386,1.4086989,0.02341957
NGC4593,V,4071,57588.16965,82.76896,1.36556034,0.030789523
NGC4593,M2,4071,57588.17157,242.11742,1.4311699,0.03006458
NGC4593,U,4072,57588.23496,77.77103996,1.175399,0.024134978
NGC4593,B,4072,57588.23592,77.77103996,1.1524229,0.022848277
NGC4593,HX,4072,57588.23675,877.5580608,0.789486,0.054115
NGC4593,SX,4072,57588.23675,877.5580608,1.106099,0.064001
NGC4593,W2,4072,57588.23824,312.7722,1.4155376,0.02405012
NGC4593,V,4072,57588.24055,77.77105999,1.3247825,0.030957016
NGC4593,M2,4072,57588.24243,238.01316,1.3671554,0.029393314
NGC4593,W1,4073,57588.29555,165.76958,1.417416,0.026931058
NGC4593,U,4073,57588.29704,82.77998,1.2197601,0.02448705
NGC4593,B,4073,57588.29805,82.78000003,1.1535675,0.022650373
NGC4593,HX,4073,57588.29947,1012.949971,0.67138,0.045165
NGC4593,SX,4073,57588.29947,1012.949971,0.942922,0.053508
NGC4593,W2,4073,57588.30053,332.77488,1.475928,0.024214605
NGC4593,V,4073,57588.30299,82.77998,1.2819639,0.029524003
NGC4593,M2,4073,57588.30491,241.30094,1.4252276,0.030030436
NGC4593,U,4074,57588.37645,74.78109998,1.14106155,0.023939682
NGC4593,B,4074,57588.37736,74.7701,1.209634,0.024061458
NGC4593,HX,4074,57588.37852,912.6580608,0.757204,0.050338
NGC4593,SX,4074,57588.37852,912.6580608,1.025739,0.058598
NGC4593,V,4074,57588.38184,74.78112,1.2903742,0.030909217
NGC4593,M2,4074,57588.38355,212.0858,1.3465035,0.03046078
NGC4593,U,4075,57588.4293,85.78094006,1.0969173,0.022320205
NGC4593,B,4075,57588.43035,85.76991999,1.1225476,0.02185057
NGC4593,HX,4075,57588.43188,1055.574029,0.653993,0.048714
NGC4593,SX,4075,57588.43188,1055.574029,1.003156,0.060246
NGC4593,V,4075,57588.43546,85.78094,1.3090352,0.029583362
NGC4593,W1,4076,57588.51365,79.76800001,1.4067353,0.036015727
NGC4593,U,4076,57588.51439,39.77366,1.1322025,0.030605344
NGC4593,B,4076,57588.5149,39.78471994,1.1814161,0.03069211
NGC4593,HX,4076,57588.51502,486.4159296,0.511817,0.049926
NGC4593,SX,4076,57588.51502,486.4159296,0.753584,0.060492
NGC4593,W2,4076,57588.51613,160.7717201,1.4682622,0.031802358
NGC4593,V,4076,57588.51734,39.77366,1.3681157,0.041855373
NGC4593,M2,4076,57588.51821,103.2902,1.4328782,0.04290896
NGC4593,W1,4077,57588.56481,158.77476,1.3896558,0.026898257
NGC4593,U,4077,57588.56624,78.77503997,1.1499568,0.023629257
NGC4593,B,4077,57588.56721,78.77503997,1.1863846,0.023262968
NGC4593,HX,4077,57588.56846,970.3300608,0.508833,0.040616
NGC4593,SX,4077,57588.56846,970.3300608,0.813303,0.051358
NGC4593,V,4077,57588.57192,78.73089999,1.2726152,0.029973894
NGC4593,HX,4078,57588.64875,777.2640768,0.624072,0.055134
NGC4593,SX,4078,57588.64875,777.2640768,0.897918,0.065944
NGC4593,W2,4078,57588.64984,255.77616,1.3951287,0.025635275
NGC4593,M2,4078,57588.65319,178.57884,1.354355,0.03280572
NGC4593,W1,4079,57588.71223,123.7673,1.382805,0.0295183
NGC4593,U,4079,57588.71335,61.77332002,1.1677568,0.026110452
NGC4593,B,4079,57588.71412,61.76227999,1.174336,0.02537374
NGC4593,HX,4079,57588.71478,767.2340736,0.810304,0.063252
NGC4593,SX,4079,57588.71478,767.2340736,1.050775,0.07198
NGC4593,W2,4079,57588.71598,247.7773,1.4213223,0.026222168
NGC4593,V,4079,57588.71782,61.77332002,1.3472111,0.03429546
NGC4593,M2,4079,57588.71921,170.51378,1.4001442,0.034142696
NGC4593,W1,4080,57588.89288,130.7511,1.34135875,0.028390938
NGC4593,U,4080,57588.89406,65.76722002,1.133904,0.025262334
NGC4593,B,4080,57588.89488,65.76722002,1.1554866,0.024832282
NGC4593,HX,4080,57588.8958,807.3499392,0.504654,0.039465
NGC4593,SX,4080,57588.8958,807.3499392,0.746476,0.04798
NGC4593,V,4080,57588.89879,65.76724005,1.31245875,0.032968166
NGC4593,M2,4080,57588.90034,192.2486,1.3879056,0.032328108
NGC4593,U,4081,57588.96365,76.77807999,1.1342478,0.02368976
NGC4593,B,4081,57588.96459,76.76705998,1.1480578,0.023001624
NGC4593,HX,4081,57588.96585,942.7439232,0.667144,0.046911
NGC4593,SX,4081,57588.96585,942.7439232,0.917072,0.055021
NGC4593,V,4081,57588.96916,76.77807999,1.324586,0.031132392
NGC4593,W1,4082,57589.10315,175.76544,1.4176931,0.026211305
NGC4593,U,4082,57589.10472,87.77792001,1.1428247,0.02259972
NGC4593,B,4082,57589.10579,87.76688004,1.1646651,0.021964247
NGC4593,HX,4082,57589.10741,1083.153946,0.738449,0.046363
NGC4593,SX,4082,57589.10741,1083.153946,1.05981,0.055541
NGC4593,W2,4082,57589.1084,351.78466,1.4631086,0.023634938
NGC4593,V,4082,57589.111,87.78893995,1.33564975,0.029717455
NGC4593,M2,4082,57589.1131,266.29058,1.3966325,0.028517026
NGC4593,W1,4083,57589.16351,154.78084,1.4083565,0.027379114
NGC4593,U,4083,57589.1649,77.78207999,1.1531951,0.023808016
NGC4593,B,4083,57589.16586,77.77104002,1.1943498,0.023504484
NGC4593,HX,4083,57589.16717,957.788064,0.713489,0.048078
NGC4593,SX,4083,57589.16717,957.788064,0.839156,0.052206
NGC4593,W2,4083,57589.16818,310.87456,1.4629086,0.024646144
NGC4593,V,4083,57589.17049,77.77104002,1.3442883,0.03129306
NGC4593,M2,4083,57589.17234,230.40046,1.40343415,0.03027285
NGC4593,W1,4084,57589.29403,145.75588,1.3675012,0.027482103
NGC4593,U,4084,57589.29535,72.77314001,1.1471054,0.024365943
NGC4593,B,4084,57589.29624,72.76210004,1.1266927,0.02323837
NGC4593,HX,4084,57589.29739,895.1060736,0.639924,0.047426
NGC4593,SX,4084,57589.29739,895.1060736,0.853843,0.054874
NGC4593,W2,4084,57589.29842,292.76952,1.3854134,0.024235984
NGC4593,V,4084,57589.30059,72.77314001,1.2963589,0.031279632
NGC4593,M2,4084,57589.3023,213.27734,1.3527165,0.03051245
NGC4593,W1,4085,57589.4262,127.7612,1.404586,0.02953581
NGC4593,U,4085,57589.42735,63.88058001,1.1724856,0.02607645
NGC4593,B,4085,57589.42815,63.77025998,1.1430422,0.02482905
NGC4593,HX,4085,57589.42915,807.3499392,0.738302,0.058331
NGC4593,SX,4085,57589.42915,807.3499392,0.946862,0.065918
NGC4593,W2,4085,57589.43006,254.77214,1.4371312,0.026173776
NGC4593,V,4085,57589.43196,63.77026004,1.2544657,0.03233273
NGC4593,M2,4085,57589.43358,207.74984,1.3394174,0.030608854
NGC4593,W1,4086,57589.5647,159.7677,1.4097693,0.027138517
NGC4593,U,4086,57589.56614,79.76800001,1.18053675,0.024006155
NGC4593,B,4086,57589.56712,79.77901995,1.170106,0.02284157
NGC4593,HX,4086,57589.56844,975.3400512,0.482852,0.038819
NGC4593,SX,4086,57589.56844,975.3400512,0.717111,0.047401
NGC4593,W2,4086,57589.5695,318.78514,1.391702,0.02359808
NGC4593,V,4086,57589.57186,79.77904004,1.3323871,0.030833135
NGC4593,M2,4086,57589.57372,231.81266,1.4229855,0.03038497
NGC4593,W1,4087,57589.70873,133.7631,1.4061768,0.028926797
NGC4593,U,4087,57589.70994,66.77122003,1.1835128,0.025598966
NGC4593,B,4087,57589.71077,66.78224003,1.17479955,0.024598914
NGC4593,HX,4087,57589.71168,822.39408,0.548085,0.045437
NGC4593,SX,4087,57589.71168,822.39408,0.641287,0.049154
NGC4593,W2,4087,57589.71276,266.776,1.41387205,0.025416566
NGC4593,V,4087,57589.71475,66.77122003,1.3388438,0.033092026
NGC4593,M2,4087,57589.7163,193.4843,1.3808653,0.03213147
NGC4593,W1,4088,57589.88975,124.7712801,1.4154198,0.030002034
NGC4593,U,4088,57589.89089,62.77732003,1.1756476,0.026405278
NGC4593,B,4088,57589.89167,62.7773,1.1225381,0.02476364
NGC4593,HX,4088,57589.89252,772.2480384,0.594573,0.074593
NGC4593,SX,4088,57589.89252,772.2480384,0.834622,0.088036
NGC4593,W2,4088,57589.89354,249.77428,1.4163349,0.026119328
NGC4593,V,4088,57589.8954,62.77732003,1.3111659,0.033569417
NGC4593,M2,4088,57589.8969,186.23568,1.4430024,0.03351168
NGC4593,W1,4089,57590.02813,175.75438,1.4068722,0.02605933
NGC4593,U,4089,57590.02971,87.77787995,1.1881394,0.023291818
NGC4593,B,4089,57590.03078,87.76686001,1.15829265,0.021902098
NGC4593,HX,4089,57590.0324,1085.660064,0.531863,0.039093
NGC4593,SX,4089,57590.0324,1085.660064,0.795555,0.047831
NGC4593,W2,4089,57590.03339,352.77758,1.4306634,0.023231043
NGC4593,V,4089,57590.036,87.76688004,1.3259838,0.029582938
NGC4593,M2,4089,57590.0381,266.97458,1.4107992,0.02869384
NGC4593,W1,4090,57590.15958,137.77908,1.3982715,0.028547218
NGC4593,U,4090,57590.16083,68.77920002,1.1486979,0.02484966
NGC4593,B,4090,57590.16168,68.76818001,1.1328459,0.023748488
NGC4593,HX,4090,57590.16283,867.525984,0.573029,0.045431
NGC4593,SX,4090,57590.16283,867.525984,0.913479,0.057313
NGC4593,W2,4090,57590.16374,275.77884,1.4813705,0.025937501
NGC4593,V,4090,57590.16579,68.76818001,1.3989463,0.03371439
NGC4593,M2,4090,57590.16752,222.31332,1.39877894,0.030606847
NGC4593,W1,4091,57590.29016,128.7762,1.3985557,0.02936991
NGC4593,U,4091,57590.29133,63.75922,1.14097015,0.025645172
NGC4593,B,4091,57590.29212,63.75922,1.1406027,0.02491363
NGC4593,HX,4091,57590.29306,799.8279552,0.591289,0.052201
NGC4593,SX,4091,57590.29306,799.8279552,1.075743,0.070403
NGC4593,W2,4091,57590.29404,256.78014,1.4017425,0.025680287
NGC4593,V,4091,57590.29595,63.72614002,1.3594738,0.0341365
NGC4593,M2,4091,57590.29752,198.83522,1.4393243,0.03260978
NGC4593,W1,4092,57590.42547,153.76578,1.4430616,0.027942603
NGC4593,U,4092,57590.42686,76.745,1.1372326,0.023710673
NGC4593,B,4092,57590.4278,76.77810001,1.1608912,0.023153765
NGC4593,HX,4092,57590.42906,942.7439232,0.722138,0.051295
NGC4593,SX,4092,57590.42906,942.7439232,1.02859,0.061158
NGC4593,W2,4092,57590.43009,307.77434,1.4676606,0.024812644
NGC4593,V,4092,57590.43237,76.77807999,1.3646994,0.031800007
NGC4593,M2,4092,57590.43417,225.65632,1.4183962,0.030716784
NGC4593,W1,4093,57590.56281,158.76372,1.4168346,0.02721258
NGC4593,U,4093,57590.56424,79.77904004,1.1094436,0.02288177
NGC4593,B,4093,57590.56522,79.77903998,1.1393749,0.02244746
NGC4593,HX,4093,57590.56635,977.8539456,0.668169,0.046161
NGC4593,SX,4093,57590.56635,977.8539456,0.899741,0.053533
NGC4593,W2,4093,57590.56759,318.77418,1.4284692,0.02404183
NGC4593,V,4093,57590.56995,79.77906001,1.3402216,0.030942765
NGC4593,M2,4093,57590.57172,217.58022,1.432597,0.031374429
NGC4593,W1,4094,57590.63503,163.77266,1.4196074,0.026916619
NGC4593,U,4094,57590.6365,81.77599996,1.1718075,0.023621383
NGC4593,B,4094,57590.63751,81.76497996,1.1851017,0.02290034
NGC4593,HX,4094,57590.63842,1005.427987,0.654537,0.050013
NGC4593,SX,4094,57590.63842,1005.427987,0.938985,0.059851
NGC4593,V,4094,57590.64238,81.87532002,1.36647395,0.031030914
NGC4593,W1,4095,57590.88788,107.76954,1.4032829,0.031636887
NGC4593,U,4095,57590.88887,53.77443999,1.18653155,0.028163017
NGC4593,B,4095,57590.88954,53.76340002,1.1142034,0.02619379
NGC4593,HX,4095,57590.89024,687.0040704,0.837919,0.06784
NGC4593,SX,4095,57590.89024,687.0040704,1.105624,0.07785
NGC4593,W2,4095,57590.89117,215.77078,1.4692544,0.028280416
NGC4593,V,4095,57590.89278,53.77443999,1.3201005,0.035944828
NGC4593,M2,4095,57590.89417,178.0492401,1.4545687,0.034325843
NGC4593,W1,4096,57590.95571,159.76768,1.4520034,0.027629503
NGC4593,U,4096,57590.95716,79.77902001,1.1845492,0.024174765
NGC4593,B,4096,57590.95813,79.76800001,1.18107115,0.023197157
NGC4593,HX,4096,57590.95944,972.832032,0.571082,0.047163
NGC4593,SX,4096,57590.95944,972.832032,0.936013,0.060164
NGC4593,W2,4096,57590.96052,319.7781,1.4715522,0.024511413
NGC4593,V,4096,57590.96289,79.76800001,1.381071,0.031611614
NGC4593,M2,4096,57590.96472,226.39546,1.436315,0.030926036
NGC4593,W1,4097,57591.02155,170.72338,1.4321564,0.026692308
NGC4593,U,4097,57591.02308,85.78092003,1.15970804,0.02316819
NGC4593,B,4097,57591.02413,85.76991999,1.1382223,0.021950406
NGC4593,HX,4097,57591.02565,1050.55799,0.60265,0.046878
NGC4593,SX,4097,57591.02565,1050.55799,0.93254,0.058206
NGC4593,W2,4097,57591.02667,342.7707,1.406099,0.023185303
NGC4593,V,4097,57591.02921,85.76990002,1.30846245,0.029581757
NGC4593,M2,4097,57591.03123,253.07306,1.40186375,0.029168424
NGC4593,W1,4098,57591.15407,136.76404,1.3577488,0.028122746
NGC4593,U,4098,57591.15532,68.77920002,1.1722464,0.025375672
NGC4593,B,4098,57591.15617,68.77921999,1.1263943,0.02383061
NGC4593,HX,4098,57591.15728,862.5120192,0.556881,0.045493
NGC4593,SX,4098,57591.15728,862.5120192,0.84054,0.055793
NGC4593,W2,4098,57591.15823,274.78584,1.4226732,0.025300694
NGC4593,V,4098,57591.16027,68.77922004,1.4112957,0.033983317
NGC4593,M2,4098,57591.16198,219.25714,1.4012078,0.030823534
NGC4593,W1,4099,57591.28664,126.77924,1.4207538,0.029857096
NGC4593,U,4099,57591.28779,63.77026004,1.1271844,0.025426563
NGC4593,B,4099,57591.28859,63.77025998,1.1212127,0.02469736
NGC4593,HX,4099,57591.28957,802.3359744,0.526991,0.045428
NGC4593,SX,4099,57591.28957,802.3359744,0.730825,0.053401
NGC4593,W2,4099,57591.2905,254.77214,1.36928695,0.025354785
NGC4593,V,4099,57591.29239,63.78130001,1.2976097,0.033085083
NGC4593,M2,4099,57591.29401,204.98056,1.3778604,0.031333064
NGC4593,W1,4100,57591.41884,149.78288,1.3348424,0.026846447
NGC4593,U,4100,57591.42019,74.77007997,1.1622743,0.02451808
NGC4593,B,4100,57591.42111,74.72596002,1.1536175,0.023555507
NGC4593,HX,4100,57591.42227,912.6580608,0.385004,0.028498
NGC4593,SX,4100,57591.42227,912.6580608,0.521058,0.033159
NGC4593,W2,4100,57591.42334,299.77542,1.3710047,0.023914459
NGC4593,V,4100,57591.42556,74.75905997,1.308484,0.03128137
NGC4593,M2,4100,57591.42729,214.73368,1.3443282,0.03030649
NGC4593,W1,4101,57591.486,128.75416,1.3402916,0.028560098
NGC4593,U,4101,57591.48716,63.77026004,1.1246493,0.025305324
NGC4593,B,4101,57591.48796,63.77030003,1.1049459,0.024242107
NGC4593,HX,4101,57591.48891,802.3359744,0.36924,0.033379
NGC4593,SX,4101,57591.48891,802.3359744,0.495805,0.038692
NGC4593,W2,4101,57591.48988,257.77312,1.3527689,0.02504709
NGC4593,V,4101,57591.4918,63.77025998,1.3279549,0.03361364
NGC4593,M2,4101,57591.49336,197.5444,1.3257591,0.03106299
NGC4593,W1,4102,57591.63191,160.76066,1.3689989,0.026457918
NGC4593,U,4102,57591.63336,80.78303999,1.1660231,0.02362605
NGC4593,B,4102,57591.63435,80.77197999,1.1301002,0.022204995
NGC4593,HX,4102,57591.63573,990.3840192,0.442616,0.033182
NGC4593,SX,4102,57591.63573,990.3840192,0.633716,0.039798
NGC4593,W2,4102,57591.63675,322.77908,1.3602948,0.02313854
NGC4593,V,4102,57591.63914,80.78303999,1.3311889,0.030636038
NGC4593,M2,4102,57591.64104,239.03922,1.3282367,0.02881252
NGC4593,W1,4103,57591.88394,119.77338,1.2970959,0.02881181
NGC4593,U,4103,57591.88503,59.77635998,1.13366805,0.026251867
NGC4593,B,4103,57591.88578,59.77636003,1.10804005,0.02509409
NGC4593,HX,4103,57591.8865,732.132,0.653612,0.052622
NGC4593,SX,4103,57591.8865,732.132,0.770009,0.057034
NGC4593,W2,4103,57591.88758,239.77846,1.3805612,0.026099579
NGC4593,V,4103,57591.88938,59.77637994,1.3177698,0.034494639
NGC4593,M2,4103,57591.89075,168.84782,1.3535092,0.033582702
NGC4593,W1,4104,57592.01686,158.76372,1.4158219,0.027275395
NGC4593,U,4104,57592.01829,79.73492002,1.12885495,0.023446685
NGC4593,B,4104,57592.01927,79.76802003,1.08531145,0.021992023
NGC4593,HX,4104,57592.02056,970.3260864,0.516758,0.040407
NGC4593,SX,4104,57592.02056,970.3260864,0.681049,0.046326
NGC4593,W2,4104,57592.02164,318.78518,1.3589285,0.023248026
NGC4593,V,4104,57592.024,79.76801997,1.3069905,0.030457624
NGC4593,M2,4104,57592.02583,227.23402,1.3390168,0.029552257
NGC4593,W1,4105,57592.1506,133.77414,1.351449,0.028295308
NGC4593,U,4105,57592.15181,66.76020002,1.1017472,0.02452698
NGC4593,B,4105,57592.15263,66.78226,1.1156778,0.023979548
NGC4593,HX,4105,57592.15384,862.5120192,0.626683,0.061606
NGC4593,SX,4105,57592.15384,862.5120192,0.8791,0.073013
NGC4593,W2,4105,57592.15463,266.787,1.34760375,0.024670004
NGC4593,V,4105,57592.15661,66.76018,1.30988995,0.032735386
NGC4593,M2,4105,57592.15841,236.21482,1.2761833,0.02820698
NGC4593,W1,4106,57592.41848,153.76578,1.38112856,0.02712286
NGC4593,U,4106,57592.41986,76.76705998,1.1280554,0.023580098
NGC4593,B,4106,57592.42082,76.77807999,1.0829877,0.022056652
NGC4593,HX,4106,57592.42209,947.7599616,0.574587,0.043623
NGC4593,SX,4106,57592.42209,947.7599616,0.935346,0.05537
NGC4593,W2,4106,57592.4231,306.78136,1.3113887,0.023016418
NGC4593,V,4106,57592.42538,76.77807999,1.32059645,0.031118405
NGC4593,M2,4106,57592.4272,230.13568,1.30957,0.0289983
NGC4593,W1,4107,57592.55773,158.7747,1.3491824,0.02634641
NGC4593,B,4107,57592.56014,79.77902001,1.1016396,0.021920624
NGC4593,HX,4107,57592.56146,972.8339328,0.617648,0.04437
NGC4593,SX,4107,57592.56146,972.8339328,0.730704,0.048203
NGC4593,W2,4107,57592.56251,318.7741,1.3302855,0.022910478
NGC4593,V,4107,57592.56487,79.77903998,1.3246881,0.030723068
NGC4593,M2,4107,57592.56675,235.91688,1.2334575,0.027648042
NGC4593,W1,4108,57592.69815,150.74276,1.3667613,0.027093664
NGC4593,U,4108,57592.69951,75.78509998,1.1431952,0.02381432
NGC4593,B,4108,57592.70044,75.76304001,1.1941038,0.023741383
NGC4593,HX,4108,57592.70134,927.7020288,0.463305,0.030671
NGC4593,SX,4108,57592.70134,927.7020288,0.586196,0.034507
NGC4593,W2,4108,57592.70271,302.77638,1.3773841,0.023866178
NGC4593,V,4108,57592.70496,75.78509998,1.3253343,0.031320306
NGC4593,M2,4108,57592.70657,194.95168,1.3337197,0.031358843
NGC4593,W1,4109,57592.88161,93.75773996,1.3207299,0.03232689
NGC4593,U,4109,57592.88247,46.76854002,1.1442777,0.02910754
NGC4593,B,4109,57592.88307,46.77958,1.0974043,0.027578705
NGC4593,HX,4109,57592.88368,621.8100864,0.400384,0.03551
NGC4593,SX,4109,57592.88368,621.8100864,0.542905,0.041324
NGC4593,W2,4109,57592.8845,187.78026,1.27861,0.027386513
NGC4593,V,4109,57592.88591,46.77956003,1.2648914,0.037257904
NGC4593,M2,4109,57592.88724,174.6842,1.3323948,0.032779998
NGC4593,W1,4110,57593.0136,199.762,1.3453203,0.024158
NGC4593,U,4110,57593.01539,99.77068001,1.087206,0.021039503
NGC4593,B,4110,57593.0166,99.74862003,1.1329016,0.0208524
NGC4593,HX,4110,57593.01847,1213.533965,0.502292,0.039885
NGC4593,SX,4110,57593.01847,1213.533965,0.556038,0.041962
NGC4593,W2,4110,57593.01956,399.77778,1.3256557,0.02113222
NGC4593,V,4110,57593.02251,99.78171998,1.3118247,0.028054885
NGC4593,M2,4110,57593.02479,286.37042,1.36564335,0.02735603
NGC4593,W1,4111,57593.14992,215.77078,1.3280605,0.02326171
NGC4593,U,4111,57593.15185,107.75852,1.1188988,0.020773565
NGC4593,B,4111,57593.15315,107.76954,1.1125025,0.019744609
NGC4593,HX,4111,57593.15533,1321.348032,0.545886,0.035821
NGC4593,SX,4111,57593.15533,1321.348032,0.673861,0.03969
NGC4593,W2,4111,57593.15634,431.77326,1.2693364,0.019993285
NGC4593,V,4111,57593.15952,107.78056,1.2633855,0.026547355
NGC4593,M2,4111,57593.16207,324.6767,1.27350065,0.024939045
NGC4593,W1,4112,57593.27969,141.784,1.3665639,0.027838055
NGC4593,U,4112,57593.28097,70.78722,1.1297591,0.024566362
NGC4593,B,4112,57593.28184,70.77616,1.0962962,0.02336459
